CHG DESCRIPTION,CHG AMT
DURASEAL DURAL SEALANT,"4,014.00 "
DURASEAL EXACT SPINE SEAL,"4,276.00 "
EXTENDED TIP APPLICATOR,952.00 
BAGS EXTERNAL CSF DRAINAG,228.00 
CERTAS+ INLINE W/SIPHON,"17,187.00 "
CATH BACTISEAL VENTRICULA,"2,050.00 "
CATH BACTISEAL PERITONEAL,"2,050.00 "
ATRIAL CATH BAR TYPE E,"1,222.00 "
ACCU-FLO CSF RESV 24MM,"2,770.00 "
ACCU-FLO PL RT ANG CONN,443.00 
ACCU-FLO PL 3-WAY CONN,"1,182.00 "
ACCU-FLO PL STR CONN,408.00 
TROCAR DISPOSABLE SPLINT,"1,190.00 "
PASSER DISPOSAB CATH 55CM,"3,446.00 "
PASSER DISPOSAB CATH 65CM,"3,446.00 "
BOLT CODMAN MICROSENSOR,"3,570.00 "
GUIDE WIRE 1.6MM DRILL TI,171.00 
DRILL BIT 2.8MM CALIBRATE,568.00 
DRILL BIT 4.8MM CANNULATE,"1,179.00 "
SUTURE 0 VICRYL UNDYED CT,36.00 
DRILL BIT 2.6MM SPEED,689.00 
DRILL BIT 2.6MM,615.00 
GRAFT 1X1 DURAMATRIX SUTU,"1,258.00 "
GRAFT 1X3 DURAMATRIX SUTU,"1,884.00 "
GRAFT 2X2 DURAMATRIX SUTU,"2,261.00 "
GRAFT 3X3 DURAMATRIX SUTU,"3,390.00 "
GRAFT 4X5 DURAMATRIX SUTU,"3,903.00 "
BLADE PEAK PLASMA 3.0S,"1,669.00 "
REAMER MTP SPIN FEMALE 19,"1,170.00 "
REAMER MTP SPIN MALE 19MM,"1,170.00 "
FORCEPS HALO PKS CUTTING,"2,700.00 "
TRAY SPHERES 8801071 1,918.00 
TRAY SPHERES 8801074 4,"3,694.00 "
TRAY SPHERES 8801075 5,"3,591.00 "
XTRAFIX LG 5X250X85MM,549.00 
DRILL BIT 4.5X125MM,452.00 
IMPLANT EXPLOR 14X24MM,"7,490.00 "
STEM EXPLOR 8X28MM IMPL,"7,490.00 "
STEM EXPLOR 9X30MM IMPL,"7,490.00 "
HEAD EXPLOR 12X24MM IMPLA,"7,490.00 "
ACCESS 3.2MM THD STEINMAN,476.00 
BASE MD HYBRID GLENOID 4M,"3,850.00 "
POST PT HYBRID GLEN REGEN,"1,350.00 "
STEM COMP PRIMARY 11MM MI,"15,750.00 "
BATTERY DISP VARISPEED,"1,350.00 "
STEM SIZE 7.5MM 496-S275,"11,750.00 "
GUIDE TEMP FIX PIN TAL RE,506.00 
GRAFT ACHILLES TENDON W/S,"5,635.00 "
KIT LIPO CANISTER TISSU T,719.00 
GRAFT STAGRAFT DBM CANCEL,"3,640.00 "
GRAFT STAGRAFT DBM CANCEL,"3,868.00 "
DRILL BIT 3.7MM DISTAL,804.00 
DRILL BIT 5.0MM PILOT TIP,804.00 
DRILL BIT PILOT TIP DISTA,804.00 
DRILL BIT ITST 3.2MM,804.00 
DRILL BIT PILOT TIP PROX,804.00 
DRILL BIT 2.4MM DEPTHMARK,686.00 
DRILL BIT 2.0MM THREE FLU,529.00 
WASHER 3.5MM/4.5MM,60.00 
REAMER FLEXIBLE SHAFT 10M,"3,024.00 "
EXTRACTOR NCOMPASS NITINO,"1,037.00 "
EXTRACTOR NGAGE NITINOL S,"1,037.00 "
DRAPE PENTERO 800 MICROSC,124.00 
BLADE STRYKER RECIPROCATI,286.00 
BLADE STRYKER RECIPROCATI,286.00 
TRANSDUCER TRUWAVE,53.00 
SYSTEM AFX 2 MAIN BODY,"31,498.00 "
STENT 16X140MM OVATION 1X,"17,497.00 "
STENT CONTRALATERAL LEG E,"16,587.00 "
INSERT TIB ROTATE PLATFOR,"3,500.00 "
MASK PROC HIGH CONCEN C02,42.00 
VOLVULOTOME 1.5MM HYDRO L,"6,825.00 "
SYSTEM BLUE DEVICE,"27,801.00 "
DRIVER ADVANCEMENT,"1,040.00 "
DRIVER SMALL HEX,"1,040.00 "
DRIVER LARGE HEX,"1,040.00 "
DRILL BIT 3.0MM MIS MATCH,"1,145.00 "
MATRIX SURGIFLO HEMOSTATI,424.00 
LIGHT SCINTILLANT SURG DU,"2,628.00 "
PIN SPINE DISP STERILE PE,"1,147.00 "
DRILL BIT 2.0MM AO,362.00 
TAPER SLEEVE CER OPT TYPE,425.00 
ADAPTER TRIATHLON OFFSET,"3,804.00 "
STEM TRIATHLON FLUTED 13M,"4,051.00 "
ADAPTER CM EXTRCT CANN M1,"1,521.00 "
GRAFT MATRIS STRIPS 8MMX1,"10,595.00 "
GRAFT MATRIS STRIPS 8MMX1,"5,859.00 "
ROD 240MM,"1,575.00 "
ROD 300MM,"2,250.00 "
SYS HAWKONE 6F MED STANDA,"12,758.00 "
DRILL BIT 2MM ROUND CUTTI,601.00 
SHELL G7 PPS LTD ACET 60G,"3,500.00 "
LINER G7 HI-WALL E1 40MM,"4,550.00 "
PROBE TRUNODE GAMMA DISPO,"1,422.00 "
ROD 45,"3,935.00 "
DRILL BIT 2.4 NAVIGATION,"4,275.00 "
SYSTEM LAPIPLASTY,"14,683.00 "
BLADE SAW LAPIPLASTY 40MM,213.00 
GRAFT 2.5 X 5 MATRIX,"7,004.00 "
TAPER M/L 17.5 STD,"7,175.00 "
LINER G7 HI-WALL AROMXL 4,"4,050.00 "
DRILL BIT 1.5MM 29.2MM X,850.00 
SHELL G7 PPS LTD ACET 62H,"3,500.00 "
LINER G7 HI-WALL ARCOMXL,"4,050.00 "
REAMER 7MM ACORN,"1,063.00 "
PROCEDURE PACK,"1,778.00 "
SCREEN 25MM SOVEREIGN,893.00 
GRAFT B10V 2CC BONE GLASS,"5,236.00 "
GRAFT ALLOAID PIP ALLOGRA,"5,761.00 "
GRAFT ALLOAID PIP ALLOGRA,"5,761.00 "
KIT ALLOAID PIP INSTRUMEN,"3,456.00 "
ROD 160MM,"3,938.00 "
STEM TPRLC 133 MP TYPE1 P,"7,000.00 "
LINER G7 HI-WALL E1 36MM,"4,550.00 "
SLEEVE CER OPTION TYPE 1,425.00 
POST STRAIGHT 4922-2-120,531.00 
INTERBODY PIVOX 14 X 55 6,"16,446.00 "
SEALER VESSEL EXTEND DAVI,"2,813.00 "
GRAFT MATRIX 2.5 X 10,"11,298.00 "
DISC 7 X 16 PRESTIGE,"15,698.00 "
DISC 6 X 16 PRESTIGE,"15,698.00 "
ROD 60MM,"3,935.00 "
SPACER 12X32MM CAPSTONE,"11,781.00 "
DEBRIDER MICRO TOPAZ EZ I,"2,556.00 "
KIT TENDON CMPRESSION BRI,"2,700.00 "
BLADE MRI STERILE SHORT O,476.00 
BLADE MRI STERILE SHORT O,476.00 
DRILL BIT QUICKSET 1PC FL,"4,057.00 "
COLPOSCOPE 300 LENS IC,667.00 
RELOAD GST BLUE 60MM,655.00 
SHELL TRIDNET TRITANIUM C,"3,850.00 "
STOPCOCK CLASSIC 3-WAY W/,281.00 
STEM SHARP FLUTED EXT 20M,"4,030.00 "
CROSSLINK MEDIUM MAS,"3,500.00 "
DRILL BIT 2.4MM,"1,463.00 "
SHELL TRIDENT TRITANIUM C,"3,850.00 "
LINER G7 HI-WALL ARCOMXL,"4,050.00 "
K-WIRE 2.0/230,107.00 
DRILL BIT 5.1/220C,"1,575.00 "
DRIVER DVHX 3.5/130C TL,787.00 
STEM NEXGEN SHARP FLUTED,"4,030.00 "
K WIRE 1.0 X 100MM,204.00 
SURF NEXGEN LCCK ART CD 1,"7,920.00 "
INSERT ENDO II TAPER STD,450.00 
HEAD ENDO II MOD ENDO SZ,"1,350.00 "
DRILL BIT AO 2.4MM DIAMET,645.00 
STEM LGN PRESSFIT 18MM X,"5,573.00 "
COUPLER LGN OFFSET 2MM,"5,564.00 "
STEM LGN PRESSFIT 16MM X,"5,573.00 "
INSERT GNS II CON SZ 5-6,"9,317.00 "
GIRDLE 3XL STYLE 46 BEIGE,283.00 
BRA COMPRESSION SPORT WIT,175.00 
SHELL TRIDENT II TRITANIU,"3,850.00 "
DRILL BIT 3.3MM X 25MM,552.00 
SPLINT NAIL BED,225.00 
HANDLE 2.4/2.7MM SCREWDRI,"2,372.00 "
INSTRUMENT NEOSYS SET,"2,250.00 "
DRILL BIT 2.0MM 703896,"1,052.00 "
AUGMENT NEXGEN FULL BLOCK,"4,863.00 "
STEM STRAIGHT EXT 13MM,"4,210.00 "
COMPONENT LCCK ART SURG E,"7,920.00 "
SHELL ACETABULAR SECTOR,"4,900.00 "
LINER ACETABULAR 36MMX64M,"3,500.00 "
CAGE STAND ALONE INTERBOD,"11,117.00 "
PUTTY PROGENIX 1CC,799.00 
BRA SCULPTURES SPORTS WIT,175.00 
BASEPLATE REUNION RSA GLE,"5,100.00 "
DRILL BIT REUNION RSA 3.1,367.00 
WIRE REUNION NITINOL PILO,213.00 
CUP REUNION RSA HUMERAL 3,"4,888.00 "
GLENOSPHERE REUNION RSA 2,"4,888.00 "
SHELL TRIDENT CLUSTERHOLE,"3,850.00 "
SHELL TRIDENT CLUSTERHOLE,"3,850.00 "
DRILL BIT 2.4MM PROXIMAL,"1,215.00 "
DRILL BIT 2.1MM CANNULATE,"1,179.00 "
KIT SCP FOOT AND ANKLE 11,"10,710.00 "
SYS ACCUPORT DELIVERY END,"2,273.00 "
INTERBODY PIVOX 12 X 55 6,"16,445.00 "
IMPLANT SILICONE PROX INT,"4,143.00 "
SHELL TRIDENT CLUSTERHOLE,"3,850.00 "
STEM SECURFIT ADVANCED 13,"8,575.00 "
DRILL BIT 4.0 X 25,365.00 
MESH SERI SOFREGEN 15CM,"7,350.00 "
CROSSLINK MEDIUM ROD TO R,"3,500.00 "
REAMER PILOTED HADED 7MM,872.00 
SHELL TRIDENT CLUSTERHOLE,"3,850.00 "
SYSTEM RESTORATION MODULA,"9,959.00 "
SYSTEM RESTORATION MODULA,"13,899.00 "
SHELL TRIDENT CLUSERHOLE,"3,850.00 "
KIT LIPO CANISTER TISSUE,952.00 
DRILL BIT 1.0MM J-LATCH,787.00 
STEM SHARP FLUTED EXT 12M,"4,030.00 "
HEAD ENDO II MOD ENDO SZ,"1,350.00 "
STEM SHARP FLUTED EXT 15M,"4,030.00 "
BLOCK PRECOAT AGMT POSTER,"3,750.00 "
STENT GRAFT AFX MAIN BODY,"34,998.00 "
BLOCK AUGMENT DISTAL ONLY,"4,432.00 "
STEM SHARP FLUTED EXT 17M,"4,030.00 "
LINER G7 DUAL MOBILITY 42,"6,510.00 "
ACT ARTIC E1 HIP BRG 28X4,"9,450.00 "
CER BIOLOXD OPTION HD 28M,"9,963.00 "
DRILL BIT 2.0MM,615.00 
DRILL BIT VANTAGE,"3,802.00 "
ALTITUDE EXPANDABLE 19 X,"22,253.00 "
TAPER SUMMIT POR S27 HI O,"8,050.00 "
END CAP 10 X 14 X 11 PEEK,"4,158.00 "
END CAP 12 X 14 X 11 PEEK,"4,158.00 "
END CAP 5 X 14 X 11 PEEK,"7,623.00 "
DRILL BIT Q/C CANNULATED,"1,625.00 "
DRILL GUIDE 1.8/3.5MM,"3,101.00 "
SCREW CANN 3.5MM W/AO STE,"1,080.00 "
STENT EXCLUDER RLT231418,"34,671.00 "
DILATOR 6642015,"1,170.00 "
PAD CITOW,62.00 
IMPL DELIVERY SYS ACL T-R,"2,894.00 "
DRILL BIT 2.8MM QUICK REL,697.00 
DRILL BIT 3.8MM QUICK REL,838.00 
BAG SPECIMEN RETRIEVAL 8M,329.00 
LINER G7 HI-WALL E1 36MM,"8,400.00 "
G7 PPS LTD ACET SHELL 56F,"6,090.00 "
ENOD II TAPER INSERT-3MM,765.00 
ENDO 11 MOD ENDO HEAD SZ,"1,890.00 "
CAPSTONE SPINAL PEEK 12X3,"11,781.00 "
KIT JUGGERLOC DISP CANNUL,799.00 
REAMER JUGGERLOC 6MM SLOT,"1,463.00 "
IMPLANT TOGGLELOC 2.9MM W,"2,363.00 "
SEALER LIGASURE MARYLAND,"2,673.00 "
SEALER LIGASURE MARYLAND,"2,700.00 "
SEALER DIVIDER LIGASURE I,"3,114.00 "
SEALER DIVIDER LIGASURE S,"2,204.00 "
INSERT ENDO II TAPER +3MM,425.00 
HEAD ENDO II MOD ENDO SZ,"1,350.00 "
SPACEMAKER PRO BTT ROUND,"3,080.00 "
NATRELLE TE MOD VARPROJ 1,"4,025.00 "
NATRELLE 133MV TIS EXPW/S,"4,883.00 "
HEAD UNIPOLAR FEMORAL 52M,"1,350.00 "
HEAD ADAPATER UNIPOLAR FE,638.00 
CUP PINN W/GRIPTION ACETA,"4,900.00 "
LINER ALTRX ACETABULAR NE,"3,500.00 "
INTERBODY SMALL 14MM 6 DE,"15,477.00 "
PEEK ANATOMIC 9 X 14 X 11,"4,158.00 "
PEEK ANATOMIC 8 X 14 X 11,"4,158.00 "
DRILL BIT 3.8MM,"1,845.00 "
PIN 1.8MM BUTTRESS T8 STA,"1,050.00 "
PIN 1.8MM BUTTRESS T8 STA,"1,050.00 "
DRILL BIT REAMER 1.9 X 50,744.00 
DRILL BIT REAMER 2.5 X 60,744.00 
DRILL BIT LAG 3.5MM,744.00 
INTERBODY SMALL 16MM 18DE,"15,477.00 "
PIVOX 6 X 14MM X 50MM,"16,445.00 "
INTERBODY 20MMX12MMX4 45M,"16,445.00 "
MAIN BODY AFX 2,"31,498.00 "
EXTENSION VELA,"15,897.00 "
TISSUE ALLODERM SELECT MA,"18,978.00 "
TISSUE ALLODERM SELECT ME,"18,978.00 "
CERVICAL CUP VCARE SMALL,334.00 
CERVICAL CUP VCARE MEDIUM,334.00 
CERVICAL CUP VCARE LARGE,334.00 
INTERBODY SMALL 14MM 12 D,"15,477.00 "
NERVE GRAFT 1-2MM 50MM,"15,619.00 "
KIRSCHNER WIRE TT 2.0/150,278.00 
WASHER TITANIUM 7.0MM,340.00 
PLATE TT 6H LC-DCP 3.5MM,168.00 
PLATE TT 7H LC-DCP 3.5MM,693.00 
PLATE TT 8H LC-DCP 3.5MM,816.00 
PLATE TT 9H LC-DCP 3.5MM,572.00 
PLATE TT 10H LC-DCP 3.5MM,614.00 
T-PLATE TT 3H SMALL,417.00 
T-PLATE TT 5H SMALL,406.00 
T-PLATE TT OBLIQUE 3H SM,528.00 
T-PLATE TT OBLIQUE 4H SM,566.00 
T-PLATE TT OBLIQUE 5H SM,570.00 
PLATE TUB TT W/COLLAR 2H,399.00 
PLATE TUB TT W/COLLAR 3H,144.00 
PLATE TUB TT W/COLLAR 4H,187.00 
PLATE TUB TT W/COLLAR 5H,285.00 
PLATE TUB TT W/COLLAR 6H,334.00 
PLATE TUB TT W/COLLAR 7H,383.00 
PLATE TUB TT W/COLLAR 8H,345.00 
PLATE TUB TT W/COLLAR 10H,315.00 
PLATE CLOVERLEAF TT 3H TH,410.00 
PLATE CLOVERLEAF TT 4H TH,795.00 
KIRSCHNER WIRE TT 1.25/15,557.00 
KIRSCHNER WIRE TT 1.6/150,37.00 
KIRSCHNER WIRE TT 2.0/150,37.00 
WIRE KIRSCHNER 1.0MMX150M,38.00 
PLATE 1/4 TUB TT W/COL 4H,267.00 
PLATE 1/4 TUB WW W/COL 5H,231.00 
PLATE 1/4 TUB TT W/COL 6H,421.00 
PLATE L 2.7 TT OBL LEFT3H,163.00 
PLATE L 2.7 TT OBL RT 3H,136.00 
PLATE T 2.7 TT 3H,136.00 
PLATE CONDYLAR 2.7 LEFT6H,177.00 
PLATE CONDYLAR 2.7 RT 6H,825.00 
PLATE STR 2.0 TT 20H,651.00 
PLATE T 2.0 TT 3H/9H,846.00 
PLATE T 2.0 TT 4H/9H,952.00 
PLATE CONDYLAR 2.0 TT LEF,707.00 
PLATE CONDYLAR 2.0 TT RT,"1,287.00 "
PLATE STR 1.5 TT 20H,"1,170.00 "
PLATE T 1.5 TT 3H/9H,961.00 
PLATE T 1.5 TT 4H/9H,712.00 
PLATE CONDYLAR 1.5 LT 7H,707.00 
PLATE CONDYLAR 1.5 6H RT,"1,670.00 "
DISTAL RAD PLATE DORSAL,"1,914.00 "
DISTAL RAD PLATE VOLAR,"1,823.00 "
DISTAL RADIUS PLATE TT/RT,"2,370.00 "
DISTAL RADIUS PLATE TT/VO,"2,493.00 "
PIN BUTTRESS 1.8MM TI 12M,"1,649.00 "
PIN BUTTRESS 1.8MM TI,133.00 
PIN BUTTRESS 1.8MM TI 16M,149.00 
PIN BUTTRESS 1.8MM TI 18M,159.00 
PIN BUTTRESS 1.8MM TI 20M,149.00 
PIN BUTTRESS 1.8MM TI 22M,149.00 
PIN BUTTRESS 1.8MM TI 24M,149.00 
PIN BUTTRESS 1.8MM TI 26M,149.00 
PIN BUTTRESS 1.8MM TI 28M,133.00 
PIN BUTTRESS 1.8MM TI 30M,133.00 
WASHER 13.0MM (TI CANN 2),94.00 
NAIL TI 10MM FEM CAMM 320,120.00 
NAIL TI 10MM FEM CANN 340,"3,524.00 "
NAIL TI FEMORAL CANN,"3,834.00 "
NAIL TI 10MM FEM CANN 380,"3,524.00 "
NAIL TI 10MM FEM CANN 400,"2,763.00 "
NAIL TI 10MM FEM CANN 420,"2,399.00 "
NAIL TI 12MM FEM CANN 320,"2,946.00 "
NAIL TI 12MM FEM CANN 340,"2,903.00 "
NAIL TI 12MM FEM CANN 360,"2,903.00 "
NAIL TI 12MM FEM CANN 380,"3,565.00 "
NAIL TI 12MM FEM CANN 400,"3,240.00 "
NAIL TI 12MM FEM CANN 420,"3,240.00 "
NAIL TI 14MM FEM CANN 320,"2,399.00 "
NAIL TI 14MM FEM CANN 340,"2,399.00 "
NAIL TI 14MM FEM CANN 360,"2,903.00 "
NAIL TI 14MM FEM CANN 380,"2,763.00 "
NAIL TI 14MM FEM CANN 400,"3,393.00 "
NAIL TI 14MM FEM CANN 420,"3,524.00 "
SLEEVE LOCKING TI STANDAR,"2,330.00 "
WASHER 7.0,"1,952.00 "
PLATE TUBULAR TT W/COLLAR,135.00 
PLATE TUBULAR TT W/COLLAR,212.00 
PLATE TT 5H LC-DCP 3.5,276.00 
PLATE CALCANEAL TT 60MM,575.00 
PLATE CALCANEAL TT,"1,449.00 "
PLATE CALCANEAL TT Y 87MM,"1,526.00 "
PLATE 1/3 TUBULAR SS 5H,260.00 
PLATE 1/3 TUBULAR SS 6H,357.00 
PLATE 1/3 TUBULAR SS 7H,374.00 
PLATE 1/3 TUBULAR SS 8H,389.00 
PLATE 1/3 TUBULAR SS 9H,231.00 
PLATE 1/3 TUBULAR SS 10H,194.00 
4.5 BROAD LC/DCP PLATE SS,829.00 
CABLE 1.0 SS W/CRIMP,"2,276.00 "
CABLE 1.7 SS W/CRIMP,"2,943.00 "
CERCLAGE POSITIONING PIN,"1,706.00 "
CERCLAGE BUTTON 3.5MM,287.00 
CERCLAGE BUTTON 4.5MM,317.00 
KIRSCHNER WIRE TT 1.0/150,273.00 
FEMUR LOCK PLATE LT 4.5MM,"3,410.00 "
FEMUR LOCK PLATE LT 4.5MM,"5,508.00 "
FEMUR LOCK PLATE LT 4.5MM,"5,282.00 "
FEMUR LOCK PLATE LT 4.5MM,"5,235.00 "
FEMUR LOCK PLATE RT 4.5MM,"5,909.00 "
FEMUR LOCK PLATE RT 4.5MM,"5,666.00 "
FEMUR LOCK PLATE RT 4.5MM,"5,188.00 "
FEMUR LOCK PLATE RT 4.5MM,"4,905.00 "
PLATE STD HD 9H SHAFT LT,"2,845.00 "
PLATE STD HD 5H SHAFT LT,"2,827.00 "
PLATE STD HD 3H SHAFT RT,"3,015.00 "
PLATE STD HD 5H SHAFT RT,"3,024.00 "
PLATE STD HD 9H SHAFT LT,"5,206.00 "
PLATE STD HD 9H SHAFT RT,"5,064.00 "
PLATE WIDE HD 3H SHAFT LT,"2,831.00 "
PLATE WIDE HD 5H SHAFT LT,"4,129.00 "
PLATE WIDE HD 3H SHAFT RT,"3,015.00 "
PLATE WIDE HD 5H SHAFT RT,"2,927.00 "
WASHER 10MM,"1,936.00 "
PLATE NARROW COMPR 4.5MM,664.00 
PLATE NARROW COMPR 4.5MM,449.00 
PLATE BROAD COMPR 4.5MM X,905.00 
PLATE BROAD COMPR 4.5MM X,680.00 
PLATE LOCKING COMPR 4.5MM,915.00 
WASHER 7.0MM,62.00 
PLATE L-P TIB LK PL 6H L,"4,579.00 "
PLATE L-P TIB LK PL 8H L,"4,978.00 "
PLATE L-P TIB LK PL 4H R,"4,522.00 "
PLATE L-P TIB LK PL 6H R,"4,841.00 "
PLATE L-P TIB LK PL 8H R,"4,636.00 "
PLATE L-P TIB LK PL 13H,"5,100.00 "
PLATE M-D-L TIB LK 10H NO,"6,322.00 "
PLATE M-D-L TIB LK 8H NO,"6,768.00 "
PLATE M-D-L TIB LK 6H NO,"6,732.00 "
PLATE M-D-R TIB LK 8H NO,"6,768.00 "
PLATE A-L-D TIB LK 6H L,"5,464.00 "
PLATE A-L-D TIB LK 10H R,"5,565.00 "
PLATE LRG LK CALC L 3.5MM,"3,134.00 "
PLATE LRG LK CALC R 3.5MM,"2,687.00 "
PLATE SM LK CALC R 3.5MM,"2,331.00 "
PLATE L-P TIB LK 4H L 3.5,"2,969.00 "
PLATE L-P TIB 4H R 3.5MMX,"4,522.00 "
LCP 1/3 TUBULAR W COLLAR,"2,807.00 "
LCP 1/3 TUBULAR W COLLAR,846.00 
LCP 1/3 TUBULAR W COLLAR,978.00 
LCP 1/3 TUBULAR W COLLAR,"1,029.00 "
LCP 1/3 TUBULAR W COLLAR,846.00 
LCP 1/3 TUBULAR W COLLAR,"1,063.00 "
3.5MM LCP RECONSTRUCTION,"1,089.00 "
3.5MM LCP RECONSTRUCITON,"3,402.00 "
3.5MM LCP RECONSTRUCTION,"3,168.00 "
3.5MM LCP RECONSTRUCTION,"3,146.00 "
3.5MM LCP RECONSTRUCITON,"2,894.00 "
3.5MM LCP RECONSTRUCTION,"2,048.00 "
3.5MM LCP T PLATE 3H HEAD,"1,476.00 "
3.5MM LCP T PLATE 4H HEAD,"1,535.00 "
3.5MM LCP T PLATE 3H HEAD,"1,996.00 "
3.5MM LCP T PLATE 4H HEAD,"1,971.00 "
3.5MM LCP T PLATE 3H HEAD,"2,466.00 "
3.5MM PROVIMAL HUMERUS PL,"8,347.00 "
3.5MM PROXIMAL HUMERUS PL,"6,873.00 "
3.5MM LCP PLATE 14H,"3,962.00 "
3.5MM LCP PLATE 12H,"1,917.00 "
3.5MM LCP PLATE 10H,"2,120.00 "
3.5MM LCP PLATE 9H,"2,129.00 "
3.5MM LCP PLATE 6H,"1,805.00 "
3.5MM LCP PLATE 5H,"1,697.00 "
3.5MM LCP T PL OBLIQUE LF,"1,989.00 "
3.5MM LCP T PL OBLIQUE LF,"1,832.00 "
3.5MM LCP T PL OBLIQUE LF,"1,760.00 "
3.5MM LCP T PL OBLIQUE LF,"1,679.00 "
3.5MM LCP T PL OBLIQUE RT,"1,679.00 "
3.5MM LCP T PL OBLIQUE RT,"1,760.00 "
3.5MM LCP T PL OBLIQUE RT,"1,832.00 "
3.5MM LCP T PL OBLIQUE RT,"1,989.00 "
DRILL BIT 2.0MM Q/C 125MM,372.00 
DRILL BIT 2.7MM THREE FLU,529.00 
DRILL BIT 2.8MM Q/C,412.00 
DRILL BIT 0.76 X 6MM STOP,636.00 
DRILL BIT 0.76 X 8MM STOP,770.00 
DRILL BIT 0.76 X 10MM STO,770.00 
DRILL BIT 0.76 X 12MM STO,770.00 
DRILL BIT 0.76 X 14MM STO,770.00 
PLATE 1.3MM TT EXTENDED H,"1,001.00 "
DRILL BIT 1.3 X 55MM MINI,421.00 
PLATE 1.5MM TT EXTENDED H,493.00 
DRILL BIT 1.1MM QC 55MM,333.00 
SRILL BIT 1.5MM QC 65MM,333.00 
PLATE 2.0 X 35MM STR TT 6,968.00 
PLATE 2.0X71MM TT STR 12H,"1,287.00 "
T-PLATE 2.0X53MM 2H HEAD,"1,422.00 "
T-PLATE 2.0X53MM 3H HEAD,"1,184.00 "
Y-PLATE 2.0X55MM 3H HEAD,"1,494.00 "
LC-DCP PLATE TT 2.0X48MM,"1,539.00 "
LC-DCP PLATE TT 2.0X36MM,"1,327.00 "
LC-DCP PLATE 2.0 X 24MM T,"1,283.00 "
BUTTRESS PIN TT 1.8X18MM,899.00 
PLATE STR 6H 2.4X36MM TT,348.00 
PLATE STR 12H 2.4X72MM TT,"1,283.00 "
T-PLATE 2H HEAD/8H SHAFT,"1,535.00 "
Y-PLATE 3H HEAD/8H SHAFT,"1,260.00 "
PLATE LC-DCP 8H 2.4X63MM,"1,638.00 "
PLATE LC-DCP 6H 2.4X47MM,"2,228.00 "
PLATE LC-DCP 4H 2.4X31MM,"1,521.00 "
PLATE CONDYLAR LT 8H 2.4X,"1,427.00 "
PLATE CONDYLAR RT 8H 2.4X,"1,796.00 "
2.4MM VOLAR COLUMN PLT 9H,"4,010.00 "
2.4MM VOLAR COLUMN PLT 8H,"3,888.00 "
PROBE STD DISP W/HANDLE,502.00 
K-WIRE TIPS,"2,726.00 "
PLATE 1/3 TUBULAR SS 12H,385.00 
GRAFT CARBON FLEX 6X80,"5,842.00 "
BLADE AGGRESSIVE 5.0  275,386.00 
WIRE KIRSCHNER .08X70MM,"1,346.00 "
PLATE T 22MM,391.00 
PLATE L 17 90RT,353.00 
PLATE L 17 110LT,353.00 
PLATE L 17 110RT,404.00 
PLATE STR 29MM N/C,349.00 
PLATE STR 37MM N/C,289.00 
PLATE CURV 21MM N/C,332.00 
PLATE CURV 38MM N/C,289.00 
PLATE L 90LT,353.00 
PLATE L 110LT,353.00 
PLATE L 90R,425.00 
PLATE L 110R,337.00 
WASHER SOFT/SPIKED 4.0 21,263.00 
WASHER SOFT/SPIKED 6.5,527.00 
BALL JURGAN .045-.062,369.00 
DRAIN ATRAUMA WOUND 202AT,123.00 
ELECTRODE BAR 24FR A2196,55.00 
BLADE AGGRESSIVE PLUS 4.0,395.00 
PLATE FIBULAR 7H,"3,897.00 "
PLATE STR 21MM,"2,488.00 "
PLATE STR 33MM,291.00 
PLATE STR 45MM,437.00 
PLATE STR 93MM,619.00 
PLATE STR L 22MM,735.00 
BLADE STRYKER SHAVER,364.00 
CATH PASSER LG 821516,438.00 
SHEET NEPHROSCOPY 1221,104.00 
BRA SEMI SHAPED 34,106.00 
BRA SEMI SHAPED 36,106.00 
BRA SEMI SHAPED 38,113.00 
STENT LARGE 8-12MM P308A,476.00 
PLATE 60MM,"2,440.00 "
CATH BALLN TRUTRAC 6X10,850.00 
ADAPTER Y ROTAT 15-321,842.00 
CURETTE CVD 9 281,37.00 
PLATE RECON 3.5 PH,148.00 
PLATE RECON 3.5 8H 245.18,"1,084.00 "
PLATE RECON 3.5 7H 245.17,"1,310.00 "
PLATE RECON 3.5 6H 245.16,"1,382.00 "
PLATE RECON 3.5 5H,968.00 
HALO & VEST SYSTEM,"14,578.00 "
DRILL BIT 3.5 QC 110MM,353.00 
ELECTRODE LEEP DISP 20X8,45.00 
BRA MED W/CUPS 111803,399.00 
SUTURE PASSER LG,184.00 
PLATE RECON 2.7MM 6H 245.,153.00 
PLATE RECON 2.7MM 8H 245.,952.00 
PLATE RECON 2.7MM 10H 245,"1,012.00 "
PLATE RECON 2.7MM 12H 245,"1,265.00 "
WASHER 13.0 219.99,886.00 
FILTER AIRSAFE ST-312-PF,123.00 
PLATE CALCANEAL SS,163.00 
STENT URINARY DIVERSION 7,826.00 
WIRE KIRSCHNER .06,914.00 
DRILL TRINKLE 5235-3-842,257.00 
PLATE BUTTRESS 9H LEFT 24,365.00 
BLADE RADIUS 5.0 275-752,322.00 
PLATE CALCANEAL Y 87,"1,373.00 "
UROMAX II 6/10 225-137,"1,244.00 "
PLATE 21MM M/LR 6683-1-02,321.00 
ELECTRODE LOOP OLYMPUS,374.00 
ELECTRODE HOOK J 0021,152.00 
FIBRILLAR SURGICAL 1961,241.00 
