Charge Identifier,CDM Description, 2019 Price ,,,
318153,IMPLANT SCREW T10 FT 3.5MM X L16MM 657416, $376.00 ,,,
318154,IMPLANT SCREW FIXOS MV 4.0MM X 44 MM MV44A," $1,372.00 ",,,
318185,IMPLANT BONE CEMENT BIOMET R 1 X 40 1100-353-68, $195.00 ,,,
318203,IMPLANT SCREW LOCKING T10 3.5 X 50MM 40-35650, $420.00 ,,,
318204,IMPLANT SCREW LOCKING T10 3.5 X 48MM 40-35648, $420.00 ,,,
318226,IMPLANT PLATE HIP KEYED STD BARREL 130 D 8-HOLE 597008S," $1,874.00 ",,,
318227,IMPLANT PLATE HIP KEYED STD BARREL 135 D 8-HOLE 597028S," $1,874.00 ",,,
318232,IMPLANT SCREW 3.0MM X 20MM 11320SND, $911.00 ,,,
318258,IMPLANT KNEE COMPONENT DISTAL RT 65MM 6495-2-020," $22,894.00 ",,,
318284,IMPLANT KNEE TIB INSERT FIXED BEARING ATTUNE SZ7 7MM 1516-30-707," $4,200.00 ",,,
318285,IMPLANT KNEE TIB BEARING BASE SZ 5 1506-70-005," $4,650.00 ",,,
318299,IMPLANT PLATE LAT TT FUSION SML LT 3DI PLATING SYSTEM 5920-4010," $6,441.00 ",,,
318301,IMPLANT SCREW CANN HEADLESS 2.4MM X 38MM 317-2438, $975.00 ,,,
318302,IMPLANT SCREW CANN HEADLESS 2.0MM X 28MM 317-2028, $975.00 ,,,
318303,IMPLANT SCREW CANN HEADLESS 2.4MM X 42MM 317-2442, $975.00 ,,,
318374,IMPLANT SCREW CANN HEADLESS 2.4MM X 10MM 317-2410, $975.00 ,,,
318375,IMPLANT SCREW CANN 2.4MM X 7MM 319-2407, $513.00 ,,,
318392,IMPLANT PLATE LEFT 4H FIBULA 336-5104," $5,451.00 ",,,
318393,IMPLANT PLATE RT 6H FIBULA 336-6206," $5,451.00 ",,,
318402,IMPLANT PLATE LOCKING COMP 10 HOLE / L187 MM 5.0MM 627540S," $6,105.00 ",,,
318415,IMPLANT SCREW 4MM X 22MM CANN 658022," $1,485.00 ",,,
318416,IMPLANT SCREW 4MM X 30MM CANN 658030," $1,485.00 ",,,
318418,IMPLANT SCREW LOCKING T8 FT 2.7MM X 14MM 656314, $620.00 ,,,
318419,IMPLANT SCREW BONE T8 FT 2.7MM X 14MM 656414, $361.00 ,,,
318421,IMPLANT SCREW QUIX STRL 3MM X 18MM 111318SND, $911.00 ,,,
318431,IMPLANT MESH PHASIX ST 10CM X 10CM HUBY3367," $5,400.00 ",,,
318436,IMPLANT SCREW 3.5MM X 36MM CS36A," $1,372.00 ",,,
318437,ROD THREADED  L-400MM 4933-1-400, $203.00 ,,,
318438,HINGE COUPLING 4933-0-800," $1,009.00 ",,,
318446,IMPLANT PLATE FEMUR LRG FD ASP 92-0519, $150.00 ,,,
318455,IMPLANT ACUTWIST 26MM A1-0026, $648.00 ,,,
318456,IMPLANT PLATE TACK .062 X 3 THREADED 80-2430, $132.00 ,,,
318457,IMPLANT SCREW LOCKING 2.7MM X 10MM 30-0325, $450.00 ,,,
318458,IMPLANT SCREW LOCKING 3.0MM X 32MM 30-0290, $450.00 ,,,
318459,IMPLANT SCREW LOCKING HEXALOBE 3.0MM X 16MM 30-0282, $450.00 ,,,
318460,PLATE TAP 3.0MM 80-0659," $1,149.00 ",,,
318462,IMPLANT SCREW VA 3.5 X 18MM 3013-35018, $474.00 ,,,
318463,IMPLANT SCREW VA 3.5 X 10MM 3013-35010, $474.00 ,,,
318471,IMPLANT SCREW 4.0 X 34MM CANNULATED MV34A," $1,372.00 ",,,
318608,IMPLANT HUM HEAD HIGH OFFSET 48MM X 18MM FLEX DWG049," $8,343.00 ",,,
318632,IMPLANT GRAFT MATRIX HD 5CM X 8CM TDT558," $12,681.00 ",,,
318633,IMPLANT ALLOGRAFT CANC 4-10 15ML FD IRR 08A022LL, $630.00 ,,,
318657,IMPLANT BREAST SMOOTH RND ULTRA HIGH PROFILE 215CC 350-5215BC," $2,250.00 ",,,
318658,IMPLANT BREAST SMOOTH RND ULTRA HIGH PROFILE 240CC 350-5240BC," $2,250.00 ",,,
318659,IMPLANT BREAST SMOOTH RND ULTRA HIGH PROFILE 270CC 350-5270BC," $2,250.00 ",,,
318660,IMPLANT BREAST SMOOTH RND ULTRA HIGH PROFILE 295ML 350-5295BC," $2,250.00 ",,,
318661,IMPLANT BREAST SMOOTH RND ULTRA HIGH PROFILE 320CC 350-5320BC," $2,250.00 ",,,
318669,IMPLANT NAIL 11MM X 320MM 120D 3 LONG NAIL S 1.5MM RADUIS LFT  3520-1320S," $7,305.00 ",,,
318692,IMPLANT STEM CORAIL REVISION STD 13 L98013," $26,780.00 ",,,
318918,IMPLANT KNEE CR FEM CEM ATTUNE RT SZ 5 1504-00-205," $5,250.00 ",,,
318997,IMPLANT SCREW DARCO 3.5MM X42MM 777354232, $744.00 ,,,
318998,IMPLANT SCREW DARCO 3.5MM X 36MM 777353632, $744.00 ,,,
318999,IMPLANT SCREW LOCKING T10 FT 3.5MM X L26MM 657326, $691.00 ,,,
319013,IMPLANT SCREW 4.3 X 46MM 4411-0038," $1,224.00 ",,,
319016,IMPLANT SCREW T10 FT 3.5MM X L12MM 657412, $376.00 ,,,
319026,IMPLANT PULSE GENERATOR KIT SPECTRA WAVE WRITER SC-1160," $50,400.00 ",,,
319027,IMPLANT ARH SOLUTIONS HEAD 22MM LFT 5001-0222L-S," $10,038.00 ",,,
319029,IMPLANT VIABAHN ENDOPROSTHESIS VBHR081502A," $11,385.00 ",,,
319123,IMPLANT SCREW LOCKING T8 FT 2.7MM X L34MM 656334, $620.00 ,,,
319124,IMPLANT SCREW LOCKING T10 FT 3.5MM X L42MM 657342, $691.00 ,,,
319125,IMPLANT SCREW T10 FT 3.5MM X L42MM 657442, $376.00 ,,,
319142,IMPLANT PLATE SLIM Y 3-HOLE 626983," $3,200.00 ",,,
319143,IMPLANT SCREW T8 FT 2.7MM X L22MM 656422, $361.00 ,,,
319144,IMPLANT SCREW T8 FT 2.7MM X L28MM 646428, $361.00 ,,,
319148,IMPLANT SCREW T8 FT 2.7MM X L30MM 656430, $361.00 ,,,
319174,IMPLANT HIP LINER PINNACLE ALTR X +4 NEUT 40ID X 56OD 1221-40-456," $3,600.00 ",,,
319175,IMPLANT HIP HEAD FEM COCR LFIT V40 40MM X +8 6260-9-340," $3,465.00 ",,,
319177,IMPLANT SCREW T8 FT 2.7MM / L28MM 656428, $361.00 ,,,
319319,IMPLANT SCREW LO-PRO LOCK 3.5 X 40MM AR-8835L-40, $345.00 ,,,
319320,IMPLANT PLATE LOCKING STR 22 10HOLE AR-8943C-10," $1,785.00 ",,,
319321,IMPLANT SCREW LO-PRO LOCK 3.5 X 32MM AR-8835L-32, $345.00 ,,,
319322,IMPLANT PLATE MED DIST TIBIA SS RT 8HOLE AR-8963MR-08," $5,280.00 ",,,
319323,IMLANT SCREW LO-PRO LOCK 2.7 X 60MM AR-8827L-60, $345.00 ,,,
319324,IMLANT SCREW LO-PRO LOCK 2.7 X 32MM AR-8827L-32, $345.00 ,,,
319325,IMPLANT SCREW LO-PRO LOCK 2.7 X 36MM AR-8827L-36, $345.00 ,,,
319365,IMPLANT ROD CREO STR PRE CUT RODS 125MM 1119.5125," $1,131.00 ",,,
319366,IMPLANT SCREW 8.5 - 7.0 X 75MM CREO THREADED 5119.2877," $4,500.00 ",,,
319367,IMPLANT ROD 5.5MM CLOSED OFFSET 25MM 1119.0830," $3,924.00 ",,,
319369,IMPLANT KNEE FEM BASE JOURNEY OXIN LFT SZ 7-8 LT 12MM," $2,250.00 ",,,
319370,IMPLANT LEAD ARTISAN MRI 50CM 2 X 8 SC-8416-50," $12,600.00 ",,,
319392,IMPLANT GRAFT ARTEGRAFT 7MM X 44CM AG840," $3,177.00 ",,,
319399,IMPLANT ANKLE SLIDING CORE UHMPWE 7MM 400-141F," $6,386.00 ",,,
319400,IMPLANT ANKLE TIBIAL COMP SNGL COATED/US VERSION MED 400-262," $18,093.00 ",,,
319401,IMPLANT ANKLE TALAR COMP SINGLE COATED/US VERS XSML RT," $20,048.00 ",,,
319402,IMPLANT BREAST NATRELLE COHESIVE SMOOTH ROUND EXTRA FULL 285ML SCX-285," $3,285.00 ",,,
319403,IMPLANT BREAST NATRELLE COHESIVE SMOOTH ROUND EXTRA FULL 310ML SCX-310," $3,285.00 ",,,
319404,IMPLANT BREAST NATRELLE COHESIVE SMOOTH ROUND EXTRA FULL 340ML SCX-340," $3,285.00 ",,,
319405,IMPLANT BREAST NATRELLE COHESIVE SMOOTH ROUND 295ML SCF-295," $3,285.00 ",,,
319406,IMPLANT BREAST NATRELLE COHESIVE SMOOTH ROUND 325ML SCF-325," $3,285.00 ",,,
319412,IMPLANT NAIL TIB T2 STD STRL 13MM X 300MM 1822-1330S," $4,544.00 ",,,
319456,IMPLANT KNEE TIB INSERT FIXED EARING ATTUNE SZ 6 8MM 1516-20-608," $3,900.00 ",,,
319457,IMPLANT KNEE TIB BEARING BASE SZ 5 1506-70-005," $4,650.00 ",,,
319462,IMPLANT SHOULDER UNV II HUM HEAD AR-9156-24P," $5,250.00 ",,,
319463,IMPLANT HUMERAL STEM UNIV APEX SZ 12MM  AR-9100-12S," $12,525.00 ",,,
319464,IMPLANT HIP FEM STEM B-MTRC MP FP HO 8MM 193108," $6,582.00 ",,,
319465,IMPLANT SHOLUDER GLENOID POLY W/CLEAT XLG AR-9106-04," $4,725.00 ",,,
319488,IMPLANT SCREW CANN 4.5MM X 30MM 319-4530, $975.00 ,,,
319493,IMPLANT SCREW LP TI 6.7MM X 50MM AR-8967-2850, $750.00 ,,,
319494,IMPLANT SCREW LP TI 6.7MM X 55MM AR-8967-2855, $750.00 ,,,
319495,IMPLANT PLATE LP STR 2.4MM 4 HOLE," $2,085.00 ",,,
319496,IMPLANT SCREW LP LOCKING 2.4MM X 16MM AR-8724L-16, $375.00 ,,,
319497,IMPLANT SCREW LP 2.4MM X 18MM AR-8724-18, $330.00 ,,,
319498,IMPLANT SCREW LP 2.4MM X 26MM AR-8724L-26, $375.00 ,,,
319499,IMPLANT SCREW CORT 4.5MM X 34MM 5922-4534, $300.00 ,,,
319508,IMPLANT PLATE ACULOC VDU-LONG 70-0048," $3,048.00 ",,,
319523,IMPLANT SCREW ASNIS III SS CANN 4 X 44MM 325244S, $542.00 ,,,
319524,IMPLANT SCREW T10 FT 3.5MM X L44MM 657444, $376.00 ,,,
319555,IMPLANT KNEE PAT ATTUNE DOME 29MM 1518-20-029," $1,650.00 ",,,
319556,IMPLANT KNEE TIB BEARING BASE SZ 3 1506-70-03," $4,650.00 ",,,
319568,IMPLANT SCREW FULLY THREADED 5.0 X 46MM 325646S, $580.00 ,,,
319792,IMPLANT KNEE CR FEM CEM ATTUNE RT SZ 9 1504-00-209," $5,250.00 ",,,
319793,IMPLANT KNEE TIB INSERT FIXED BEARING ATTUNE SZ 9 8MM 1516-20-908," $3,900.00 ",,,
319837,IMPLANT HAMMERTOE SAW CUT KIT STRL NEXTRA 4.5MM MID 3.2MM PROX NX-4532K-SC," $2,784.00 ",,,
319838,IMPLANT PHALANX MIDDLE STRL 4.5MM NX-45M, $960.00 ,,,
319843,IMPLANT SCREW 2 VDR HEXALOBE EXT. LINK, $621.00 ,,,
319844,IMPLANT SCREW 8.0 X 75MM FULLY THRD, $763.00 ,,,
319845,IMPLANT SCREW 8.0 X 80MM FULLY THRD, $763.00 ,,,
319846,IMPLANT SCREW 8.0 X 100MM FULLY THRD, $763.00 ,,,
319847,IMPLANT SCREW 8.0 X 105MM FULLY THRD, $763.00 ,,,
319848,IMPLANT SCREW 8.0 X 110MM FULLY THRD, $763.00 ,,,
319849,IMPLANT SCREW 6.5MM X 70MM PARTIAL THRD (40MM), $797.00 ,,,
319850,IMPLANT SCREW 6.5MM X 75MM PARTIAL THRD (40MM), $797.00 ,,,
319864,IMPLANT PLATE VARIAX NARROW STR 9 HOLES 629509," $2,255.00 ",,,
319883,IMPLANT SCREW CANN 5.5MM X 48MM 317-5549," $1,680.00 ",,,
320438,IMPLANT KNEE TIBIAL INSERT 10MM 6481-3-310," $3,665.00 ",,,
320475,IMPLANT KNEE FEM TRIATHLON CRUCIATE RETAINING BEADED RT SZ 8 5517-F-802," $8,415.00 ",,,
320476,IMPLANT KNEE ASYMMETRIC PATELLA TRIATHLON A40MM X 11MM 5552-L-401," $2,100.00 ",,,
320477,IMPLANT PLUG CABLE AXSOS 5.0MM 661002S, $638.00 ,,,
320486,WASHER 3.0MM 316-0225, $218.00 ,,,
320487,IMPLANT PLATE LOCKING 8-HOLE 133MM 8162-04-008, $668.00 ,,,
320502,IMPLANT KNEE INSERT CROSSLINK CVD SZ 2 17.5MM 1581-11-117," $3,450.00 ",,,
320563,IMPLANT HIP HEAD BALL MOD CATHCART 60MM 1363-60-000," $1,650.00 ",,,
320603,CATHETER ULTRAVERSE DILATATION PTA BALLOON 3MM X 220MM X 150MM U4150322," $1,230.00 ",,,
320604,IMPLANT STAPLE FUSEFORCE HAND FIXATION NITINOL 25MM X 22MM FFNS2522," $5,319.00 ",,,
320606,IMPLANT SCREW T8 FT 2.4MM X 12MM 656012, $620.00 ,,,
320607,IMPLANT BONE SCREW T8 FT 2.4MM X L10MM 656110, $361.00 ,,,
320621,IMPLANT SCREW 3.7MM X 34MM 4350-3734," $3,105.00 ",,,
320622,IMPLANT SCREW NON LOCKING 2.0MM X 10MM 5201120010, $297.00 ,,,
320623,IMPLANT SCREW INTER RND DELTA TAPERED 11MM X 28MM AR-5028P-11, $750.00 ,,,
320624,IMPLANT SCREW HEADLESS COMPRESSION +5.0MM X L85MM 658185," $1,485.00 ",,,
320625,IMPLANT SCREW CANN 5.5MM X 60MM 317-5561," $1,680.00 ",,,
320626,IMPLANT PLATE 5TH MET LEFT 5202500L," $4,320.00 ",,,
320677,IMPLANT SCREW INTER RND DELTA TAPERED 12MM X 28MM AR-5028P-12, $750.00 ,,,
320682,IMPLANT HAMMERTOE SAW CUT KIT STRL NEXTRA 3.5MM MID 3.2MM PROX NX-6865K-SC," $2,784.00 ",,,
320683,IMPLANT SCREW CANN 5.5MM X 36MM 317-5536," $1,680.00 ",,,
320684,IMPLANT SCREW CANN 5.5MM X 50MM 317-5550," $1,680.00 ",,,
320735,IMPLANT PLUG BIODESIGN SURGISIS ENTERCUTANEOUS FISTULA EFPD-0.4 G23654 (DIRECT ONLY)," $10,200.00 ",,,
320793,IMPLANT STAPLE FUSEFORCE 12 X 12MM FFS-1212," $3,828.00 ",,,
320794,IMPLANT FEM HEAD TAPER 32MM -3.5MM LONG 26000023," $3,000.00 ",,,
320795,IMPLANT HIP LINER INTERSEAL DURAMER C 15 4MM 32MM GRP 2 50153250," $7,416.00 ",,,
320807,"IMPLANT MESH VENTRIO OVAL 7.7"" X 9.7 SYNTHETIC HERNIA PATCH XLG (CS/1) 5950070"," $4,200.00 ",,,
320809,IMPLANT SCREW LOCKING 2.3MM X 22MM 30-2322, $474.00 ,,,
320832,IMPLANT HIP SHELL TRIDENT HEMISPHERICAL CLUSTER 48MM SZ D 502-11-48D," $3,465.00 ",,,
320835,IMPLANT KNEE CR FEM CEM ATTUNE RT SZ 4 1504-00-204," $5,250.00 ",,,
320836,IMPLANT KNEE TIB INSERT FIXED BEARING ATTUNE SZ 7 6MM 1516-20-706," $3,900.00 ",,,
320861,IMPLANT HIP SHELL TRIDENT HEMISPHERICAL CLUSTER 50MM SZ E 502-11-50D," $3,465.00 ",,,
320862,IMPLANT INSERT TIBIAL SZ 5 9MM 5537-G-509," $8,064.00 ",,,
320863,IMPLANT SCREW CANN HEADLESS 2.4MM X 46MM 317-2446, $975.00 ,,,
320864,IMPLANT SCREW CANN HEADLESS 2.4MM X 44MM 317-2444, $975.00 ,,,
320865,IMPLANT STAPLE FUSEFORCE HAND FIXATION NITINOL 12MM X 12MM FFNS1212," $3,828.00 ",,,
320866,IMPLANT SCREW CANN 5.5MM X 46MM 317-5546," $1,680.00 ",,,
320900,IMPLANT GRAFT IMPRA PTFE 10MM X 80CM F8010C," $3,696.00 ",,,
320942,IMPLANT SCREW CORTEX TI S/T 2.0MM X 14MM 401.814, $141.00 ,,,
320950,IMPLANT SCREW LOCKING T8 FT 2.7MM X L26MM 656326, $620.00 ,,,
320951,IMPLANT SCREW LOCKING T8 FT 2.7MM X L22MM 656322, $620.00 ,,,
320973,IMPLANT SCREW NON LOCKING 2.4MM X 10MM 5201124010, $297.00 ,,,
320978,IMPLANT PLATE JONES SM LEFT 5202101L," $4,080.00 ",,,
320979,IMPLANT SCREW CANN 5.5MM X 40MM 319-5540," $1,064.00 ",,,
320980,IMPLANT TIGHTROPE SYNDESMOSIS SS W/INSERTER AR-8925SS," $6,408.00 ",,,
320981,IMPLANT SCREW CANN 4.0MM X 48MM 325248S, $542.00 ,,,
321006,IMPLANT SCREW HEADLESS COMPRESSION 5.0MM X 30MM 658130," $1,485.00 ",,,
321007,IMPLANT SCREW HEADLESS COMPRESSION 5.0MM X 34MM 658134," $1,485.00 ",,,
321033,IMPLANT SCREW LOCKING 2.7MM X 12MM 4023-2712, $660.00 ,,,
321034,IMPLANT SCREW CANN HEADLESS 2.4MM X 22MM 317-2422, $975.00 ,,,
321035,IMPLANT SCREW CANN 4.5MM X 30MM 317-4530," $1,501.00 ",,,
321036,IMPLANT SCREW CANN 4.5MM X 40MM 317-4540," $1,501.00 ",,,
12182257,HC NURSING PRECAUTION CARE - ICU," $7,367.00 ",,,
12182257,HC NURSING PRECAUTION CARE - OB," $3,647.00 ",,,
12182257,HC NURSING PRECAUTION CARE - INTERMEDIATE," $4,316.00 ",,,
12182257,HC NURSING PRECAUTION CARE," $3,703.00 ",,,
12182258,HC MEDICAL SURGICAL," $2,289.00 ",,,
12282261,HC OBSTETRIC CARE," $2,339.00 ",,,
17182271,HC NURSERY LEVEL ONE CARE," $1,375.00 ",,,
17282272,HC NURSERY CONTINUING CARE," $3,910.00 ",,,
17282273,HC NURSERY INTERMEDIATE CARE," $5,324.00 ",,,
17282274,HC NURSERY INTENSIVE CARE," $9,609.00 ",,,
20282277,HC INTENSIVE CARE," $5,952.00 ",,,
20682275,HC INTERMEDIATE," $2,907.00 ",,,
25006367,HC ANESTHESIA GAS 15 MIN, $50.00 ,,,
25623314,HC TRANSPLANT BIOLOGIC FECAL MATERAL UPPER DELIVERY SYSTEM FMT FMP30," $1,940.00 ",,,
25686560,HC TRANSPLANT BIOLOGIC FECAL MATERAL LOWER DELIVERY SYSTEM FMP250," $1,940.00 ",,,
26000822,HC OP IM OR SUBQ INJECTION, $177.00 ,,,
26000829,HC OP IV PUSH <=15MIN INITIAL MED, $197.00 ,,,
26000831,HC OP IV PUSH <=15M EA ADDL DIFF MED, $188.00 ,,,
26009204,HC OP IV INFUS INITIAL >15MIN TO 1HR, $513.00 ,,,
26009213,HC OP IV INFUSION EA ADDL HR >30MIN, $241.00 ,,,
26009234,HC CHEMO REFILL/REPRG PORTABLE PUMP, $745.00 ,,,
26015685,HC PUMP REFIL SPINE INCL ANALYS DR., $788.00 ,,,
26031905,HC ESA SQ INJECTION, $177.00 ,,,
26032721,HC PUMP REFIL SPINE INCLUDES ANALYS, $788.00 ,,,
26043791,HC OP IV HYDRATION >30MIN TO 90MIN, $477.00 ,,,
26043792,HC OP IV HYDRATION >30M EA ADDL HR, $222.00 ,,,
26043793,HC OP IV INFUS DIFF MED>15MIN TO 1HR, $232.00 ,,,
26043795,HC OP IV INFUS CONCURRENT 1X PER DAY, $480.00 ,,,
26044250,HC OP IV PUSH <=15M EA ADDL SAME MED, $191.00 ,,,
26068090,HC IMPL VENOUS DEVICE FLUSH ONLY 26068090, $145.00 ,,,
26077743,HC APPLY ON-BODY INJECTOR FOR TIMED SQ INJ, $221.00 ,,,
26087743,HC APPLY ON-BODY INJECTOR FOR TIMED SQ INJ BUILT IN MOD, $221.00 ,,,
27000014,HC ANGIOPLASTY Y ADAPTER, $225.00 ,,,
27000068,HC STAPLER ROTATING HEAD 35 WIDE PRW35, $91.00 ,,,
27000073,HC CATHETER EPIDURAL (ORDER IN 20'S) SPRING-WIRE EC-05000, $108.00 ,,,
27000111,HC GUIDEWIRE INFLATION DEVICE ENCORE 04526-01, $185.00 ,,,
27000139,HC NEEDLE PERCUTANEOUS ENTRY THINWALL 21GA 4CM W/O BASEPLATE SDN-21-4.0 G00280, $12.00 ,,,
27000153,HC TOURNIQUET DIGIT LGE ADULT STRL TOURNI-COT GREEN DISP TCL, $12.00 ,,,
27000177,HC EXTRACTOR STONE RETRIEVAL BALLOONS PRO XL 12-15MM 4711/M00547110, $494.00 ,,,
27000180,HC PTCA ACCY ITEM, $131.00 ,,,
27000400,"HC DRESSING XTRASORB SUPER ABSORBENT STRL 6"" X 9"" 89569", $23.00 ,,,
27000501,HC BLADE CAUTERY EXTENDER 138107, $25.00 ,,,
27000586,HC PROBE GASTRIC ACID (PH) REFULX MONITORING COMFOR PLUS DISP (ORDER QTY 5EA) NON-INFUSED ZAI-BG-44, $459.00 ,,,
27000601,HC ATTAIN BALLOON VENOGRAM SYSTEM, $994.00 ,,,
27000645,"HC IRRIGATION TUBING CYSTO SET GRAVITY FLOW 77"" LGE BORE LF 06544-01", $28.00 ,,,
27000666,HC PADDLE ENDO 46CM 173046, $659.00 ,,,
27000803,HC FLOWMETER PEAK TRUZONE 96510, $46.00 ,,,
27000812,HC ELECTRODE FETAL SPIRAL DISP 989803137631, $19.00 ,,,
27000818,"HC RETAINER GLASSMAN VISCERA MED THE ""FISH""  3204", $194.00 ,,,
27000887,HC STATLOCK PICC PLUS ON TRICOT PAD PIC0220, $25.00 ,,,
27000905,HC TUBE GASTRO TRI-FUNNEL PEG G-TUBE 18FR 000718, $161.00 ,,,
27000919,HC DRILL BIT STRL AO SML 4.2MM X 300M 1320-3042S," $1,354.00 ",,,
27000934,"HC DRESSING SILVERCELL 4-1/4"" X 4-1/4"" ANTIMICROBIAIUM ALGINATE HIGH GEL SILVER NON-ADHERENT 900404", $29.00 ,,,
27000956,HC PACK HIP DISPOSABLES 7209874," $1,439.00 ",,,
27000974,HC IRRIGATOR SUCTION COAXIAL FEMORAL TIP 210-7/0210007000, $63.00 ,,,
27000997,HC DRESSING THERABOND 3D ANTIMICROBIAL 10CM X 20CM CONTACT SYSTEM F/BURN MANAGEMENT 3DAC-48, $29.00 ,,,
27000998,"HC DRESSING RESTORE SILVER & TRIACT CONTACT LAYER 4"" X 5""", $36.00 ,,,
27001025,HC FILTER DISPOSA 54298, $25.00 ,,,
27001183,HC CAUTERY PENCIL FORCE TRIVERSE ELECTROSURGICAL CORD FORCE 10FT 1450X EDGE ELECTRODE DISP FT3000DB, $211.00 ,,,
27001376,HC CREAM MOISTURIZING ATRAC-TAIN 5 OZ 1814, $19.00 ,,,
27001402,HC WRAP COBAN 2-LAYER COMPRESSION KIT SYSTEM 2094, $52.00 ,,,
27001615,HC KNIFE MIRINGOTOMY EAR LANCET BLADE RND HANDLE 13-0916, $53.00 ,,,
27001662,HC BLADE SAW STRYKER AGGRESIVE LGE/MED TEAR 31.0MM X 9.0MM 2296-3-525, $129.00 ,,,
27001686,HC TIP RUMI UTERINE MANIPULATOR LAVENDER 5.1MM X 6CM (ORDER IN 5'S) UML516, $218.00 ,,,
27001687,HC ELECTRODE LETZ LOOP W/SAFE-T-GAUGE 25MM X 8MM W/11CM SHAFT  DLP-B11, $69.00 ,,,
27001944,HC DRILL BIT CANN ASMIS MICRO 1.7MM X 2.0MM 45-20005S," $1,837.00 ",,,
27001951,HC PROCEDURE KIT ENDOSCOPIC CARPAL TUNNEL 4116, $837.00 ,,,
27001961,"HC DRESSING BIOPATCH ANTIMICROBIAL 3/4"" DISK W/1.5MM CENTER HOLE 4151", $26.00 ,,,
27002027,HC TROCAR ENDOXCEL BLADELESS 5MM LONG B5XT, $105.00 ,,,
27002028,HC STAPLE LINE REINFORCEMENT GORE SEAMGUARD ENDOPAT0 BIOABSORBABLE BUTTRESS LF (BX 12 EA) 12BSGEC60, $969.00 ,,,
27002249,"HC SUTURE ETHILON 2-0 1697H 30"" BLK MONO PSLX 3/8 CL PRECISION POINT-REVERSE CUTTING NON-ABSORBABLE", $15.00 ,,,
27002272,HC SEALANT TISSEEL KIT FIBRIN FROZEN 2ML (ORDER IN 6'S) 1501261, $494.00 ,,,
27002291,HC DRESSING MED (CS/5) GRANUFOAM F/INFO-VAC WOUND PUMP W/DRAPES & SENSATRAC PAD M8275052/5.S, $301.00 ,,,
27002292,HC CANISTER 500ML W/O GEL (CS/5)  F/INFO-VAC WOUND PUMP M8275071/5.S, $204.00 ,,,
27002539,HC DRILL BIT CANN 2.7MM 702449," $2,357.00 ",,,
27002612,HC TISSUE SEALING DEVICE ENSEAL 3MM X 35CM  LAPAROSCOPIC INSTRUMENT ETRIO-335H," $2,937.00 ",,,
27002729,HC BALLOON TAMPONADE POST-PARTUM BAKRI 24FR X 54CM 500ML J-SOSR-100500/G24237," $1,089.00 ",,,
27002766,HC TUBING HIGH FLOW II TUBESET FOR PNEUMO SURE LF 0620-040-660, $40.00 ,,,
27002785,HC BAG FLUID COLLECTOR NSTRL BF458/056397-910, $72.00 ,,,
27002909,HC TUBING FLOSTEADY TUBE SET DISP LF 0350-800-006, $241.00 ,,,
27002918,HC DRILL BIT 5.0MM 20MM 1806-5020S," $1,507.00 ",,,
27002927,HC RETRACTOR ALEXIS WOUND DISP XSM 2-4CM C8312, $185.00 ,,,
27002931,HC TIP GRASPER SUPER ATRAUMATIC FENESTRATED DISP 3642, $288.00 ,,,
27002942,HC BLADE SAW SAGITTAL SYSTEM 6 13.0MM X 0.89MM X 90MM 6113-89-090, $118.00 ,,,
27003025,"HC DRESSING DUODERM HYDROACTIVE STRL 4"" X 4"" 1876-11", $10.00 ,,,
27003136,HC CATHETER COUNCIL LTX 22FR 5ML 0196L22, $51.00 ,,,
27003139,HC RESERVOIR AUTOTRANSFUSION IAT-5, $374.00 ,,,
27003153,HC PROBE ABLATOR OPEX ASPIRATING COOLCUT-90 AR-9803A-90," $1,082.00 ",,,
27003269,HC MORCELLATOR PKS PLASMASORD BIPOLAR BLADELESS DISP 962000PK," $3,865.00 ",,,
27003349,"HC BLADE EDGE CTD ELECTRODE EXTENDED LF 6.5"" X 1""  E1450-6", $28.00 ,,,
27003359,HC SYSTEM RETRACTOR SKW DEEP SCROTAL 72403867," $1,523.00 ",,,
27003403,HC WAND TONSIL EVAC 70 XTRA HP EICA5874-01," $1,117.00 ",,,
27003446,"HC DRESSING AQUACEL AG HYDROFIBER RIBBON W/ STRENTHENING FIBER 3/4"" X 18"" 403771", $45.00 ,,,
27003492,HC BURR OTOTOME CARBIDE ROUND 4.0 X 30MM 5056-119, $657.00 ,,,
27003507,HC DRILL BIT GRAY POINT 4.0MM X 200MM 5085-2-040, $635.00 ,,,
27003773,HC REAMER SHAFT MOD TRINKLE BIXCUT 8.0MMX 448MM 0227-3000S," $1,602.00 ",,,
27003803,"HC DRESSING FOAM HYDROFERA BLUE 4"" X 4"" HB4414", $27.00 ,,,
27003936,HC HEMOSTAT ABSORBABLE SURGIFOAM GELATIN SPONGE 12-7 2CM X 6CM X 7MM 1972, $20.00 ,,,
27003962,HC PIN SHAFT F/TEMPORARY PLATE HOLDER 4.0MM 702776-1 (EXTERNAL COMPONENT), $553.00 ,,,
27003963,HC BASKET RETRIEVAL TRAPEZOID RXWIRE-GUIDED 3.0MM 1089/M00510890," $1,321.00 ",,,
27003970,HC DRILL BIT QUICK COUPLING 2.5MM 180MM 310.23, $399.00 ,,,
27004192,HC CORD FORCEP BIPOLAR DISP E0512, $16.00 ,,,
