Charge Identifier,CDM Description, 2019 Price 
261963,IMPLANT COIL AXIUM 3D 10MM X 30MM QC-10-30-3D," $2,685.00 "
261964,IMPLANT COIL AXIUM 3D 12MM X 40MM QC-12-40-3D," $2,685.00 "
261966,IMPLANT COIL AXIUM 3D 16MM X 40MM QC-16-40-3D," $2,685.00 "
261967,IMPLANT COIL AXIUM 3D 18MM X 40MM QC-18-40-3D," $2,685.00 "
261968,IMPLANT COIL AXIUM 3D 20MM X 40MM QC-20-50-3D," $2,685.00 "
261969,IMPLANT COIL AXIUM 3D 22MM X 40MM QC-22-50-3D," $2,685.00 "
261970,IMPLANT COIL AXIUM 3D 25MM X 40MM QC-25-50-3D," $2,685.00 "
261971,IMPLANT COIL AXIUM HELICAL 1.5MM X 2MM QC-1.5-2-HELIX," $2,085.00 "
261972,IMPLANT COIL AXIUM HELICAL 2MM X 1MM QC-2-1-HELIX," $2,085.00 "
261973,IMPLANT COIL AXIUM HELICAL 2MM X 2MM QC-2-2-HELIX," $2,085.00 "
261974,IMPLANT COIL AXIUM HELICAL 2MM X 3MM QC-2-3-HELIX," $2,085.00 "
261975,IMPLANT COIL AXIUM HELICAL 2MM X 4MM QC-2-4-HELIX," $2,085.00 "
261976,IMPLANT COIL AXIUM HELICAL 2MM X 6MM QC-2-6-HELIX," $2,085.00 "
261977,IMPLANT COIL AXIUM HELICAL 3MM X 4MM QC-3-4-HELIX," $2,085.00 "
261978,IMPLANT COIL AXIUM HELICAL 3MM X 6MM QC-3-6-HELIX," $2,085.00 "
261979,IMPLANT COIL AXIUM HELICAL 4MM X 8MM QC-4-8-HELIX," $2,085.00 "
261980,IMPLANT COIL AXIUM HELICAL 4MM X 10MM QC-4-10-HELIX," $2,085.00 "
261981,IMPLANT COIL AXIUM HELICAL 4MM X 12MM QC-4-12-HELIX," $2,172.00 "
261982,IMPLANT COIL AXIUM HELICAL 5MM X 15MM QC-5-15-HELIX," $2,085.00 "
261983,IMPLANT COIL AXIUM HELICAL 5MM X 20MM QC-5-20-HELIX," $2,085.00 "
261984,IMPLANT COIL AXIUM HELICAL 6MM X 20MM QC-6-20-HELIX," $2,085.00 "
261985,IMPLANT COIL AXIUM HELICAL 7MM X 30MM QC-7-30-HELIX," $2,085.00 "
261986,IMPLANT COIL AXIUM HELICAL 8MM X 30MM QC-8-30-HELIX," $2,085.00 "
261987,IMPLANT COIL AXIUM HELICAL 9MM X 30MM QC-9-30-HELIX," $2,085.00 "
261988,IMPLANT COIL AXIUM HELICAL 10MM X 30MM QC-10-30-HELIX," $2,085.00 "
261989,IMPLANT COIL AXIUM HELICAL 12MM X 30MM QC-12-30-HELIX," $2,085.00 "
261990,IMPLANT COIL AXIUM HELICAL 14MM X 30MM QC-14-30-HELIX," $2,085.00 "
261991,IMPLANT COIL AXIUM HELICAL 16MM X 30MM QC-16-30-HELIX," $2,085.00 "
261992,IMPLANT COIL AXIUM HELICAL 16MM X 40MM QC-16-40-HELIX," $2,085.00 "
261993,IMPLANT COIL AXIUM HELICAL 18MM X 40MM QC-18-40-HELIX," $2,085.00 "
261995,IMPLANT COIL AXIUM HELICAL 20MM X 50MM QC-20-50-HELIX," $2,085.00 "
262060,IMPLANT PLATE VECTRA 2 LVL 38MM 04.613.138," $4,050.00 "
262068,IMPLANT PLATE FEMUR DSTL LAT 16-HOLE RT 437536," $5,264.00 "
262093,IMPLANT KNEE ART SURF LPS FLEX SZ G H 5-6 14MM 5964-42-14," $1,800.00 "
262104,FILTERWIRE EZ EMBOLIC PROTECTION SYSTEM 190CM 2.25MM-3.5MM 39071-190/H749390711900," $3,825.00 "
262105,FILTERWIRE EZ EMBOLIC PROTECTION SYSTEM 300CM 2.25MM-3.5MM 39071-300/H749390713000," $3,825.00 "
262108,IMPLANT LEAD DURATA DBL COIL 60CM 7120-60," $15,000.00 "
262109,IMPLANT LEAD DURATA DBL COIL 65CM 7121-65," $15,000.00 "
262130,DEVICE LEAD LOCKING LLD-EZ 518-062," $1,700.00 "
262147,IMPLANT CANNULA ARTERIAL PVAD LONG ST 14MM 100121," $11,100.00 "
262157,CATHETER BALLOON PTA FOX SV 4MM X 120MM X 150CM 83975-02, $705.00 
262176,IMPLANT HIP MOD HD COCR +12MM 11-363666," $1,383.00 "
262181,IMPLANT HIP ENDO II HEAD 45MM 12-139014," $2,004.00 "
262182,IMPLANT HIP ENDO II HEAD 46MM 12-139016," $2,004.00 "
262183,IMPLANT HIP ENDO II HEAD 47MM 12-139018," $2,004.00 "
262184,IMPLANT HIP ENDO II HEAD 48MM 12-139020," $2,004.00 "
262185,IMPLANT HIP ENDO II HEAD 51MM 12-139026," $2,004.00 "
262188,IMPLANT HIP ENDO II HEAD 57MM 12-139038," $2,004.00 "
262226,IMPLANT KNEE I-BEAM PRI STEM 40MM 141310, $606.00 
262316,IMPLANT KNEE VANG CR ILOK FEM RT 72.5 183013," $5,181.00 "
262350,IMPLANT KNEE VANGUARD PS OPEN INTL FEM LT 72.5 183133," $5,181.00 "
262365,IMPLANT KNEE VANGUARD CR TIB BRG 18MM X 87/91MM 183488," $1,875.00 "
262376,IMPLANT KNEE VANGUARD CR LIP TIB BRG 18MM X 63/67MM 183528," $1,875.00 "
262403,IMPLANT KNEE VANGUARD ANT STBLZD BRG 16MM X 67MM 189046," $1,875.00 "
262411,IMPLANT KNEE VANGUARD ANT STBLZD BRG 14MM X 75MM 189084," $1,875.00 "
262417,IMPLANT KNEE VANGUARD ANT STBLZD BRG 16MM X 79MM 189106," $1,875.00 "
262421,IMPLANT KNEE VANGUARD ANT STBLZD BRG 12MM X 83MM 189122," $1,875.00 "
262484,IMPLANT KNEE VANGUARD FEM PEGS SET 2 183099, $690.00 
262577,IMPLANT KNEE OSS 7CM SEGMENTAL FEM RT 150354," $16,401.00 "
262583,IMPLANT KNEE OSS DIAPHYSEAL SEGMENT 11CM 150468," $13,821.00 "
262783,IMPLANT KNEE VANG DIST FEM AUG 65 X 15 RL/LM 184264," $2,832.00 "
262785,IMPLANT KNEE VANG DIST FEM AUG 70 X 15 RL/LM 184266," $2,832.00 "
262804,IMPLANT KNEE VANG SSK PSC TIB BRG 18 X 71/75 183888," $5,529.00 "
262811,IMPLANT KNEE VANG SSK PSC TIB BRG 20 X 79/83 183910," $5,529.00 "
262831,IMPLANT KNEE VANG SSK PS TIB BRG 12 X 71/75 185082," $5,529.00 "
262838,IMPLANT KNEE VANG SSK PS TIB BRG 10 X 79/83 185100," $5,529.00 "
262842,IMPLANT KNEE VANG SSK PS TIB BRG 18 X 79/83 185108," $5,529.00 "
262890,IMPLANT KNEE VANG SSK PS TIB BRG S 16 X 63/67 185026," $5,529.00 "
262893,IMPLANT KNEE VANG SSK PS TIB BRG S 22 X 63/67 185032," $5,529.00 "
262918,IMPLANT PORT SMART VORTEX SNGL TI W/POLY CATH 8FR H787CT80STPD0, $883.00 
262989,IMPLANT ROD CARBON CON BRAIDED 8MM X 450MM 5029-8-845, $939.00 
262990,CLAMP ROD TO PIN F/4-5MM PINS 8MM RODS OR POSTS 4921-1-020," $1,669.00 "
262992,GUIDEWIRE THREADED 1.5MM X 150MM 900.722, $95.00 
262996,IMPLANT SCREW CORT 5MM X 32MM 14-405032, $541.00 
263035,IMPLANT PIN 6MM X 150MM 5023-6-150, $348.00 
263037,CLAMP ROD TO PIN INVERTED F/4-5MM PINS 8MM RODS OR POSTS 4921-1-030," $1,791.00 "
263041,IMPLANT ROD CARBON CON BRAIDED 8MM X 400MM 5029-8-840, $820.00 
263044,CATHETER BALLOON STERLING 3.0MM X 40MM X 135CM 39031-30401/H74939031304010, $705.00 
263052,IMPLANT HEAD RADIAL 22MM 0 496-H022," $5,649.00 "
263053,GUIDEWIRE FIXED CORE .025 X 260CM J-TIP TSCF-25-260-3 G00471, $46.00 
263074,IMPLANT PLATE SIDEWINDER LFT 6-HOLE MED SWOL-6M," $2,175.00 "
263075,IMPLANT PIN HOFFMAN 5MM X 200MM 5018-6-200, $420.00 
263088,"CATHETER DRAINAGE RESOLVE LOCKING PIG 10FR .038"" 25CM (ORDER IN 5'S) RLC-10-038MB", $182.00 
263125,IMPLANT STENT BILIARY SMART CONTROL 6MM X 120MM X 120CM C06120MB," $2,187.00 "
263126,IMPLANT STENT BILIARY SMART CONTROL 7MM X 120MM X 120CM C07120ML," $2,187.00 "
263128,IMPLANT STENT BILIARY SMART CONTROL 6MM X 150MM X 120CM C06150ML," $2,187.00 "
263129,IMPLANT STENT BILIARY SMART CONTROL 7MM X 150MM X 120CM C07150ML," $2,187.00 "
263152,IMPLANT LEAD PACEMAKER ISOFLEX 52CM 1948-52," $1,500.00 "
263154,IMPLANT PLATE FEMUR DSTL LAT 10-HOLE LFT 437510," $5,264.00 "
263155,IMPLANT SCREW LOCKING 5.0MM X 75MM 370375, $395.00 
263161,IMPLANT SCREW METAGLENE LOCKING DELTA XTEND 4.5MM X 30MM 1307-90-030/130790030, $630.00 
263162,IMPLANT SCREW METAGLENE NON-LOCKING DELTA XTEND 4.5MM X 30MM 1307-70-030/130770030, $630.00 
263163,IMPLANT SHOULDER HUMERAL PE CUP STD 38MM +6 1307-38-206/130738206," $3,900.00 "
263165,IMPLANT SHOULDER GLENOID GLENOSPHERE 38MM 1307-60-038/130760038," $7,500.00 "
263166,IMPLANT SHOULDER HUMERAL HEAD SZ 1 10MM STD 1307-10-100/130710100," $12,750.00 "
263178,IMPLANT ALLOGRAFT ANTERIOR TIBIALIS <9CM X 200MM HUMAN TISSUE 453017," $7,800.00 "
263186,CATHETER BALLOON ATLAS 16MM X 4CM X 120CM AT-120164, $690.00 
263192,IMPLANT NAIL INTERTAN 125 DEG 10.0MM X 18CM 71675201," $4,886.00 "
263193,IMPLANT PLATE DSTL LAT ANT 8-HOLE RT 437428," $4,313.00 "
263194,IMPLANT SCREW S/T CORTEX 3.5MM X 46MM 338646, $65.00 
263196,K-WIRE 2.0MM X 150MM (ORDER QTY 10) 390192, $25.00 
263198,IMPLANT SCREW CORT 5MM X 40MM 14-405040, $541.00 
263199,IMPLANT SCREW CORT 5MM X 36MM 14-405036, $541.00 
263200,IMPLANT SCREW CORT 5MM X 26MM 14-405026, $541.00 
263201,IMPLANT SCREW CORT 5MM X 28MM 14-405028, $541.00 
263207,IMPLANT PLATE VECTRA 3-LVL 48MM 04.613.248," $4,350.00 "
263228,IMPLANT MARKER BIOPSY SECURMARK BARBELL 2ND SITE SMARK-CELERO-2S, $114.00 
263229,IMPLANT STENT HERCULINK ELITE 4.0MM X 15MM X 135CM 1011487-15," $2,625.00 "
263230,IMPLANT STENT HERCULINK ELITE 4.0MM X 12MM X 135CM 1011487-12," $2,625.00 "
263231,IMPLANT STENT HERCULINK ELITE 5.0MM X 18MM X 135CM 1011493-18," $2,625.00 "
263232,IMPLANT STENT HERCULINK ELITE 6.5MM X 15MM X 135CM 1011502-15," $2,625.00 "
263248,IMPLANT SCREW CORT 5MM X 38MM 14-405038, $541.00 
263249,IMPLANT SCREW CORT 5MM X 24MM 14-405024, $541.00 
263257,IMPLANT VALVE CODMAN HAKIM FIXED PRESSURE PRECISION IN-LINE FLOW VERY LOW 10MM H2O 82-5471," $3,706.00 "
263284,"GUIDEWIRE MICRO TRAXCESS 14 HYDROPHILIC .014"" 200CM GW1420040"," $1,050.00 "
263292,IMPLANT GENERATOR DEMIPULSE MODEL 103," $60,860.00 "
263293,IMPLANT GENERATOR DEMIPULSE MODEL 104," $58,785.00 "
263318,IMPLANT BLOCKER XIA III 48230000, $548.00 
263319,IMPLANT SCREW PA XIA III 6.5MM X 50MM 482316550," $3,286.00 "
263320,IMPLANT ROD RAD XIA III 6MM X 40MM 48238040," $1,100.00 "
263321,IMPLANT ROD RAD XIA III 6MM X 45MM 48238045," $1,100.00 "
263339,IMPLANT GLENOID BASE HYBRID MED 4MM 113954," $5,034.00 "
263340,IMPLANT SHOULDER POST REGENEREX HYBRID GLEN PT-113950," $1,320.00 "
263344,IMPLANT PLATE ANTEGRA 37MM 04.103.137," $12,996.00 "
263388,IMPLANT STENT PROMUS RX DRUG ELUTING 2.75MM X 28MM," $3,714.00 "
263396,IMPLANT STENT PROMUS RX DRUG ELUTING 3.50MM X 12MM," $3,714.00 "
263400,IMPLANT STENT PROMUS RX DRUG ELUTING 3.50MM X 28MM," $3,714.00 "
263416,CLIP CLOSED TUBE GAMMA3 SYSTEM 1320-0125S, $461.00 
263418,"GUIDEWIRE ROSEN .035"" X 80CM X 1.5MM THSCF-35-80-1.5-ROSEN G01774", $39.00 
263420,IMPLANT AUTOPLEX VERTEBROPLASTY MIXER  DELIVERY SYSTEM W/1/2 DOSE VERTAPLEX CEMENT  13GA NDL 605-685-000," $2,947.00 "
263425,IMPLANT NAIL TROCHANTERIC STRL 11MM X 180MM X 130 DEG 3130-1180S," $4,078.00 "
263444,CLAMP 5-HOLE PIN 10-HOLE F/4MM-6MM PINS 4921-2-020," $1,901.00 "
263446,IMPLANT PIN TRANSFIXING 5050-5-300, $461.00 
263447,ROD CONNECTOR 8MM X 350MM 5028-8-350, $985.00 
263450,IMPLANT ROD CARBON CON BRAIDED 8MM X 500MM 5029-8-850, $939.00 
263452,IMPLANT SCREW PA XIA III 6.5MM X 35MM 482316535," $3,286.00 "
263479,IMPLANT NAIL INTERTAN 125 DEG 11.5MM X 18CM 71675202," $4,886.00 "
263484,IMPLANT PROLARYN GEL 1ML PRE-FILLED SYRINGE 8602M0K5 (ITEM COMES W/ THE NEEDLE )," $1,875.00 "
263517,INTRODUCER SHEATH FLEXOR 7FR 45CM MP1 CRV KCFW-7.0-18/38-45-RB-ANL1-HC G29985, $203.00 
263518,INTRODUCER SHEATH FLEXOR 7FR 45CM ST KCFW-7.0-18/38-45-RB-ANL1-HC G44155, $203.00 
263520,"GUIDEWIRE ROSEN .035"" X 180CM X 1.5MM THSCF-35-180-1.5 ROSEN G01264", $39.00 
263540,IMPLANT PACEMAKER ALTRUA 60 SR S601," $17,802.00 "
263555,IMPLANT SCREW LOCKING S/T W/STARDRIVE 3.5MM X 85MM 212.129, $392.00 
263639,IMPLANT SHOULDER CROSSLINK ANCHOR PEG GLENOID SZ 41 1136-41-026," $7,200.00 "
263654,CATHETER BALLOON CONQUEST 8MM X 8CM X 75CM CQ-7588, $630.00 
263666,IMPLANT PLATE VECTRA 3-LVL 45MM 04.613.245," $4,350.00 "
263667,IMPLANT SCREW S/T VARIABLE ANG 4.0MM X 16MM 04.613.616, $825.00 
263670,IMPLANT PLATE VECTRA 2-LVL 36MM 04.613.136," $4,050.00 "
263674,IMPLANT SCREW LOCKING PERI-LOC VLP 3.5MM X 26MM 71821226, $368.00 
263686,IMPLANT SHOULDER CROSSLINE ANCHOR PEG GLENOID SZ 48 1136-42-026," $7,200.00 "
263717,IMPLANT ROD RAD XIA III 6MM X 60MM 48238060," $1,100.00 "
263732,"INTRODUCER SHEATH CHECK-FLO DIALYSIS 8.0FR .035"" 6CM RAD TIP RYCFW-8.0-35-6-RB-CW G10679", $78.00 
263743,IMPLANT SCREW PA XIA III 6.5MM X 40MM 482316540," $3,286.00 "
263744,IMPLANT ROD RAD XIA III 6MM X 50MM 48238050," $1,100.00 "
263788,IMPLANT PLATE SIDEWINDER LFT 6-HOLE NARROW SWOL-6N," $2,175.00 "
263789,"K-WIRE 0.9MM X 4"" WIRE-0.9", $45.00 
263791,IMPLANT KNEE PATELLA NEXGEN POLY 32MM 5972-066-32/005970206632," $1,500.00 "
263804,IMPLANT PLATE 3D 4 X 2 HOLES 57-15395," $1,409.00 "
263807,IMPLANT SCREW CROSSPIN S/T 2.3MM X 10MM 58-23010E, $235.00 
263808,IMPLANT SCREW CROSSPIN S/T 2.3MM X 15MM 58-23015E, $235.00 
263830,IMPLANT PLATE TIBIA MEDIAL PROXIMAL LCP 12-HOLE LFT 3.5MM X 197MM 239.963," $4,575.00 "
263875,IMPLANT ROD RAD MANTIS 6MM X 35MM 48286035," $1,255.00 "
263900,"SHEATH GUIDING FLEXOR 12FR .038"" 40CM (MIN ORDER 5) KCFW-12-38-40-RB G32373", $215.00 
263902,IMPLANT AUTOPLEX VERTEBROPLASTY MIXER  DELIVERY SYSTEM W/1/2 DOSE VERTAPLEX CEMENT W/O NDLS 605-687-000," $2,799.00 "
263928,"INTRODUCER SHEATH SHUTTLE SET 6FR .038"" 80CM KSAW-6.0-38-80-RB-SHTL-HC G13539", $387.00 
263976,CATHETER ABLATION BLAZER II XP 8FR 8MM STD MED DISTAL 4500THM/M0044500THM0," $3,900.00 "
263985,IMPLANT STENT URETERAL PERCUFLEX PLUS 4.8FR X 28CM W/O GUIDWIRE 175-254/M0061752540, $332.00 
264012,IMPLANT FILTER VENA CAVA OPTEASE VENA CAVA 55CM 466-F230AF," $2,100.00 "
264016,IMPLANT SHOULDER CROSSLINK ANCHOR PEG GLENOID SZ 52 1136-43-026," $7,200.00 "
264022,IMPLANT KNEE MBT TRAY SLEEVE POROUS M/L 37MM 1294-54-100," $9,400.00 "
264044,IMPLANT SCREW LOCKING PERI-LOC VLP 3.5MM X 16MM 71821216, $368.00 
264070,"CATHETER GLIDE H1 5FR .038"" X 100CM (REPRO 32-157/M001321571) PMM# 6034 (TERUMO CG513)", $66.00 
264130,IMPLANT STENT PRECISE PRO RX 8FR 8MM X 40MM 135CM PC0840RXC," $4,350.00 "
264131,IMPLANT STENT PRECISE PRO RX 8FR 8MM X 30MM 135CM PC0830RXC," $4,350.00 "
264212,INTRODUCER PEEL-AWAY 10FR 24CM PLVN-10.0-38-24-VAD5-CVI G29838, $365.00 
264215,IMPLANT NAIL FEMUR T2 STRL 12MM X 380MM 1828-1238S," $5,278.00 "
264216,IMPLANT SCREW PA XIA III 4.5MM X 40MM 482314540," $3,286.00 "
264226,IMPLANT PIN HOFFMAN S/D 5MM X 200MM 5018-5-200, $420.00 
264248,"IMPLANT MESH 3D MAX XLG LFT 12.4CM X 17.3CM (5"" X 7"") 0115312 (1/CS)", $567.00 
264249,"IMPLANT MESH 3D MAX XLG RT 12.4CM X 17.3CM (5"" X 7"") 0115322 (1/CS)", $567.00 
264252,IMPLANT CONNECTOR XIA III MULTI-AXIAL 35MM X 44MM 48236035," $3,177.00 "
264254,IMPLANT SCREW PA XIA III 5.5MM X 35MM 482315535," $3,286.00 "
264255,IMPLANT SCREW PA XIA III 5.5MM X 40MM 482315540," $3,286.00 "
264256,IMPLANT SCREW PA XIA III 5.5MM X 45MM 482315545," $3,286.00 "
264257,IMPLANT ROD ALLOY XIA-3 TI 480 48233480," $1,304.00 "
264258,IMPLANT ROD RAD XIA III 6MM X 30MM 48238030," $1,100.00 "
264283,IMPLANT SCREW CORT 5MM X 44MM 14-405044, $541.00 
264313,CATHETER GUIDING NEUROPATH 6FR ST 90CM GST609000-00, $897.00 
264325,IMPLANT SCREW LOCKING CROSSPIN S/T 1.7MM X 13MM, $271.00 
264326,IMPLANT SCREW LOCKING CROSSPIN S/T 1.7MM X 12MM, $271.00 
264327,IMPLANT SCREW LOCKING CROSSPIN S/T 1.7MM X 9MM, $271.00 
264328,IMPLANT SCREW LOCKING CROSSPIN S/T 1.7MM X 7MM, $271.00 
264329,IMPLANT SCREW CROSSPIN S/T 1.7MM X 8MM 58-17008E, $226.00 
264330,IMPLANT SCREW CROSSPIN S/T 1.7MM X 10MM 58-17010E, $226.00 
264350,"GUIDEWIRE ROADRUNNER FIRM .035"" STD TAPER SHAFT/STIFF SHAFT RPC-35-145 G06979", $98.00 
264363,IMPLANT ROD RAD XIA III 6MM X 70MM 48238070," $1,100.00 "
264365,IMPLANT STENT NEPHROURETEROSTOMY COPE PIG 10.2  22 ULT10.2-10.2-22-PIG-COPE-B-RH G48162, $337.00 
264366,IMPLANT HIP FEM HEAD 50MM 74121150," $15,683.00 "
264368,IMPLANT HIP ACET CUP W/IMPACTOR 56MM 74120156," $12,000.00 "
264370,IMPLANT SCREW LAG INTERTAN SUBTROCH 11MM X 115MM 71678015," $1,674.00 "
264383,CATHETER BALLOON PTA FOX SV 3MM X 100MM X 150CM 83971-02, $705.00 
264385,IMPLANT MARKER FIDUCIAL 17GA 20CM PRE-WAXED NDLS (3) PRE-LOADED W/1.2MM X 5MM GOLD MARKER 1090-2, $275.00 
264391,IMPLANT LEAD PACEMAKER ATTAIN STARVIX OTW 88CM 4195-88," $6,000.00 "
264400,IMPLANT NAIL TIB T2 STD STRL 11MM X 345MM 1822-1134S," $4,544.00 "
264402,IMPLANT PIN FIXATION APEX S/D HALF 50 THRD 6MM X 150MM 5021-7-150, $431.00 
264403,IMPLANT PLATE CALCANEUS MESH MED 40-10104," $2,285.00 "
264404,IMPLANT SCREW NON-LOCKING 3.5MM X 30MM 40-35030, $185.00 
264405,IMPLANT SCREW NON-LOCKING 3.5MM X 16MM 40-35016, $185.00 
264406,IMPLANT SCREW NON-LOCKING 3.5MM X 26MM 40-35026, $185.00 
264407,IMPLANT SCREW NON-LOCKING 3.5MM X 20MM 40-35020, $185.00 
264408,IMPLANT SCREW NON-LOCKING 3.5MM X 18MM 40-35018, $185.00 
264409,IMPLANT SCREW NON-LOCKING 3.5MM X 28MM 40-35028, $185.00 
264410,IMPLANT SCREW LOCKING T10 3.5MM X 32MM 40-35632, $420.00 
264411,IMPLANT SCREW LOCKING 3.5MM X 18MM 40-35618, $420.00 
264412,IMPLANT SCREW LOCKING T10 3.5MM X 28MM 40-35628, $420.00 
264417,K-WIRE THRD 2.5MM X 230MM 4418-2523, $84.00 
264435,CATHETER STABILIZER NEUROFORM STENT SNF3STA/M003SNF3STA0," $3,591.00 "
264465,GUIDEWIRE F/LAG SCREWS 3.2MM X 460MM 27914, $302.00 
264467,IMPLANT NAIL LOCKING 12MM X 150MM 14-440315," $6,901.00 "
264468,IMPLANT SCREW CORT 5MM X 65MM 14-405065, $541.00 
264469,IMPLANT SCREW CORT 5MM X 34MM 14-405034, $541.00 
264470,IMPLANT END CAP INTERNAL 0MM 14-444180, $413.00 
264529,CATHETER EMBOLECTOMY EXPORT LF 6FR EXPORTAP," $1,500.00 "
264531,IMPLANT LINER HGPII ACET COMP CROSSLINKED SZ F 32MM 32-6732-006-01," $4,680.00 "
264544,IMPLANT NEUROSTIMULATOR RESTORE PRIME ADVANCED 37702," $38,400.00 "
264550,CATHETER BALLOON TYSHAK 6MM X 23CM X 100CM PDC145/610660," $2,310.00 "
264571,"IMPLANT COLLAGEN DURAMATRIX 1"" X 3"" CDSLM13"," $1,370.00 "
264572,IMPLANT PLATE BURR HOLE COVER 10MM 92-03510, $803.00 
264638,"INTRODUCER SHEATH CHECK-FLO 14FR .038"" J-TIP RCF-14.0-38-J G08024", $147.00 
264665,CATHETER PTD TREROTOLA THROMBOLYTIC DEVICE OTW 7FR X 65CM W/9MM FRAGMENT BASKET W/O ROTATOR DRIVE UNIT OR SHEATHS PT-65709-W," $2,057.00 "
264666,IMPLANT SCREW CANC 3.8MM X 26MM CAB3.8-26, $264.00 
264670,IMPLANT DELIVERY SYSTEM NEUROFORM3 MICRODELIVERY 3.0MM X 15MM SNF33015/M003SNF330150," $18,270.00 "
264705,IMPLANT NAIL TROCHANTERIC STRL 11MM X 180MM 3125-1180S," $4,078.00 "
264749,IMPLANT SPACER UNILIF 11MM X 33MM X 14MM 0 DEG 48353140," $10,866.00 "
264753,IMPLANT SLING TRANSVAGINAL MID-URETHRAL ADVANTAGE FIT 850211/M0068502110," $2,664.00 "
264812,IMPLANT SCREW PA XIA III 5.5MM X 30MM 482315530," $3,286.00 "
264813,IMPLANT PLATE FEMUR DSTL LAT 14-HOLE RT 437534," $5,264.00 "
264814,IMPLANT K-WIRE 2.0MM X 315MM 703561, $217.00 
264817,IMPLANT SCREW CANC FULL THRD 6.5MM X 80MM 343080, $106.00 
264819,IMPLANT PLATE LOCKING WIDE 8-HOLE 57-15361," $1,466.00 "
264820,IMPLANT SCREW CROSSPIN S/T 2.3MM X 6MM 58-23006E, $235.00 
264821,IMPLANT SCREW LOCKING 2.3MM X 10MM 53-23010E, $285.00 
264822,IMPLANT SCREW LOCKING 2.3MM X 12MM 53-23012E, $285.00 
264835,"CATHETER MICRO OUTREACH DAC 0.044"" 130CM 90161 (PRICE DEPENDS ON QTY)"," $3,150.00 "
264841,"INTRODUCER SHEATH CHECK FLO 12FR 30CM 0.38"" RCFW-12.0-38-30-RB G08956", $218.00 
264856,GUIDEWIRE ASAHI FIELDER XT 190CM (ORDER IN 5'S) AGP140002, $390.00 
264857,GUIDEWIRE ASAHI FIELDER XT 300CM (ORDER IN 5'S) AGP140302, $390.00 
264858,GUIDEWIRE ASAHI FIELDER FC ST 180CM (ORDER IN 5'S) 1011895H, $225.00 
264860,GUIDEWIRE ASAHI FIELDER FC ST 300CM (ORDER IN 5'S) 1011896H, $225.00 
264883,IMPLANT PLATE T-PLATE 6-HOLE NARROW 57-10340, $887.00 
264884,IMPLANT SCREW LOCKING CROSSPIN S/T 1.7MM X 5MM, $271.00 
264885,IMPLANT SCREW LOCKING CROSSPIN S/T 1.7MM X 6MM, $271.00 
264893,IMPLANT SCREW LOCKING S/T T15 DRIVE 4.0MM X 70MM 370570, $373.00 
264894,IMPLANT PLATE TIB PROXIMAL LATERAL 8-HOLE RT 173MM 437328," $4,151.00 "
264908,"GLIDEWIRE STD ANG 0.018"" 3CM X 80CM GR1804", $161.00 
264916,IMPLANT HIP INSERT TRIDENT X3 POLY 0 DEG 32MM SZ D 623-00-32D," $3,465.00 "
264918,IMPLANT PLATE DBL Y ULTRA LOW .3MM PROFILE 6-HOLE 8MM BAR 92-03608, $802.00 
264924,IMPLANT CEMENT BONE COBALT G-HV W/GENTAMICIN ANTIBIOTIC 40GR 402433 (THINER THAN 402283 PMM# 245099), $564.00 
264953,IMPLANT SCREW TI LOCKING 5.0MM X 64MM 458.964, $558.00 
264954,IMPLANT SCREW TI LOCKING 5.0MM X 76MM 458.976, $558.00 
264966,IMPLANT BLADE SAW HELICAL 11MM X 115MM 456.308," $1,997.00 "
265000,IMPLANT CONNECTOR XIA III MULTI-AXIAL 43MM X 54MM 48236043," $3,177.00 "
265004,IMPLANT GRAFT HUMAN ILLUM TRICORT WIDE 50MM ITBWXL," $6,000.00 "
265006,IMPLANT COIL 10V MICROPLEX COSMOS 6MM X 18CM 100618CSSR-V," $2,964.00 "
265007,IMPLANT COIL 10V MICROPLEX COSMOS 4MM X 8CM 8210-0408," $2,964.00 "
265008,IMPLANT PLATE LOCKING FRACTURE 4-HOLE 28MM X 1.5MM NON-COMPRESSION 50-712-04-09," $1,096.00 "
265010,IMPLANT NAIL T2 PROX HUMERAL LONG LFT 8MM X 280MM 1832-2828S," $5,519.00 "
265012,GUIDEWIRE BALL TIPPED 2.5MM X 800MM 1806-0083S, $565.00 
265014,IMPLANT SCREW LOCKING FULL THRD 4MM X 28MM 1896-4028S, $551.00 
265019,CLAMP PIN 10-HOLE F/4MM-6MM PINS 4921-2-060," $2,536.00 "
265021,CLAMP ROD TO ROD F/4-5MM PINS 8MM RODS OR POSTS 4921-1-010," $1,791.00 "
265077,IMPLANT SCREW GAP PLATE 20MM 2080-0020, $442.00 
265087,IMPLANT HIP LINER E-POLY RINGLOC SZ 34 32MM EP-105934," $3,585.00 "
265107,IMPLANT PLATE VECTRA 2 LVL 34MM 04.613.134," $4,050.00 "
265173,IMPLANT NAIL TIB T2 STD STRL 11MM X 300MM 1822-1130S," $4,544.00 "
265177,IMPLANT STENT FLAIR 7MM X 40MM X 80CM FAF07040," $7,125.00 "
265178,IMPLANT STENT FLAIR 7MM X 50MM X 80CM FAF07050," $7,125.00 "
265180,IMPLANT STENT FLAIR 8MM X 50MM X 80CM FAF08050," $7,125.00 "
265288,IMPLANT SCREW SYNAPSE 3.5MM X 30MM 04.614.030," $3,600.00 "
