Description,Charge
Dantrolene 25mg C(Dantrium),$10.00
Dantrolene Na 20mg I,$476.75
Dantrolene Na 250mg Inj,"$18,237.40"
Dapsone 100 mg Tab,$21.40
DAPTOmycin 500 mg I,"$3,394.50"
Darunavir 600mg Tab,$223.00
DAUNOrubicin 20mg/4mL I,"$1,046.90"
Debride Of Nails 1 To 5,$188.00
Debride Of Nails 6 Plus,$226.00
Debridement Bone Addl 20 Sq Cm,"$1,309.00"
Debridement Bone First 20 Sq Cm,"$1,309.00"
Debridement Muscle Fascia Addl 20,$777.00
Debridement Muscle Fascia First20,$809.00
Debridement Open Wound Addl 20 Cm,$378.00
Debridement Open Wound First 20Cm,$378.00
Debridement Skin Subq Addl 20 Cm,$809.00
Debridement Skin Subq First 20 Cm,$809.00
Decitabine 50mg Inj,"$8,964.45"
Deferoxamine 500mg I,$83.40
Dehydroepiandrosterone Dhea,$112.00
Delta Aminolevulinic Acid 24 Hour,$108.00
Demeclocycline 150mg T(Declomycin),$66.55
Demeclocycline 300mg T(Declomycin),$120.85
Demo/Eval Gen/Neb/Inh Device,$180.00
Dengue Fever,$61.00
Dengue Virus By Pcr,$312.00
Denosumab 120 mg/1.7 mL Inj,"$9,023.40"
Denosumab 60mg/1mL IS(Prolia),"$4,655.25"
Denver Drain Exchange,$378.00
Dermis,"$13,917.00"
Dermis,"$5,516.00"
Dermis,"$3,206.00"
Dermis,"$8,734.80"
Dermis,"$7,705.20"
Descend Thoracic Aorto Multiple,"$5,392.00"
Descend Thoracic Aorto Single,"$5,392.00"
Desflurane 100% Inh Soln - Anesthesia,"$1,162.85"
Desipramine 25mg Tab,$14.20
Desmopressin 0.01% 5mL Nas Spr (DDAVP),"$1,485.90"
Desmopressin 0.01% Rhinal Tube 2.5mL,"$1,140.00"
Desmopressin 0.1 mg Tab,$10.00
Desmopressin 0.15mg/spr NS(Stimate),"$3,821.95"
Desmopressin 40mcg/10mL I,$554.25
Desmopressin 4mcg/mL I(Ddavp),$66.05
Desvenlafaxine 100mg ER T,$81.20
Desvenlafaxine 50 mg ER T,$81.20
Dexamethasone 0.1% 5mL Ophth Soln,$449.65
Dexamethasone 0.5mg T(Decadron),$10.00
Dexamethasone 10mg/1mL PF Inj - NICU,$33.50
Dexamethasone 1mg/mL LC(Dexa Intensol),$75.90
Dexamethasone 2mg T(Decadron),$10.00
Dexamethasone 4mg T(Decadron),$11.70
Dexamethasone 4mg/mL I - For Oral Use in ED,$10.00
Dexamethasone NaPhos 4mg/mL I,$25.00
Dexamethasone NaPhos I MDV,$50.00
Dexmedetomidine 200mcg/2mL I(Precedex),$420.40
Dexmedetomidine 200mcg/NS 50mL,$658.75
Dexmethylphenidate 15mg ER Cap,$110.00
Dexmethylphenidate 5mg ER Cap,$105.40
Dexrazoxane 500mg Inj,"$3,059.80"
Dextran 40 10%-D5W 500mL,$269.70
Dextran 40 10%-NS 500mL,$277.15
Dextroamphetamine 10mg Sr C(Dexedri,$54.95
Dextroamphetamine 15mg Sr C(Dexedri,$169.55
Dextroamphetamine 5mg T,$25.00
Dextromethorphan 30mg/5mL ER Oral Susp,$0.00
Dextromethorphan L(Delsym),$0.00
Dextrose (For TPN/PPN),$50.00
Dextrose 25% IS 10mL,$48.75
Dextrose 5% In 0.45NS 1000mL,$100.00
Dextrose 5% in 0.45NS 500mL,$100.00
Dextrose 5% In NS 1000mL,$100.00
Dextrose 5%+Sod Bicarb150mEq/L,$295.00
Dhea Sulfate,$127.00
Dia Crrt,"$1,854.00"
Dia Crrt Cartridge Change,"$1,133.00"
Dia Hemodialysis,"$2,157.00"
Dia Plasmapheresis,"$3,343.00"
Dia Tpa Administation Or Declot,$539.00
Dialysis Catheter,"$2,323.20"
Dianeal LCA Soln 1.5% 1500mL,$254.40
Dianeal LCA Soln 1.5% 2000mL,$238.20
Dianeal LCA Soln 2.5% 1500mL,$260.90
Dianeal LCA Soln 2.5% 2000mL,$263.30
Dianeal LCA Soln 4.25% 2000mL,$266.05
Diatrizoate L(37% IODine) 120mL,$548.40
Diatrizoate L(37% IODine) 30mL,$205.85
diazePAM 10mg RG Kit,"$2,111.05"
diazePAM 2.5mg RG Kit-pediatric,"$1,876.55"
diazePAM 20mg RG Kit-adult,"$2,371.35"
diazePAM 2mg T(Valium),$25.00
diazePAM 5mg T(Valium),$25.00
diazePAM 5mg/5mL UD Oral Soln,$36.80
diazePAM 5mg/mL 2mL I(Valium),$228.50
Dibucaine 1% 30g TO(Nupercainal),$0.00
Diclofenac 0.1% Ophth Soln(Voltaren),$309.60
Diclofenac 1% TG 100G (Voltaren),$373.30
Diclofenac 1.3% TD (Flector),$439.85
Diclofenac 25mg EC T(Voltaren),$10.05
Diclofenac 75mg EC T(Voltaren),$10.25
Dicloxacillin 250mg C(Dynapen),$10.00
Dicloxacillin 500mg C(Dynapen),$16.15
Dicyclomine 10mg C(Bentyl),$10.00
Dicyclomine 20mg T(Bentyl),$10.00
Dicyclomine 20mg/2mL I(Bentyl),$505.75
Dicyclomine 2mg/mL Oral Liq (Bentyl),$10.00
Didanosine 400mg EC Cap,$87.00
Diff,$155.00
Diffusion Dlco,$486.00
Digoxin 0.05mg/mL Oral Liq,$19.80
Digoxin 0.125mg T(Lanoxin),$16.30
Digoxin 0.125mg/2.5mL L UD,$12.30
Digoxin 0.25mg T(Lanoxin),$16.30
Digoxin 0.25mg/5mL L UD,$53.50
Digoxin 0.25mg/mL 2mL Inj(Lanoxin),$35.10
Digoxin Immune FAB 40mg I,"$27,765.75"
Digoxin Level,$151.00
Dihydroergotamine 1mg/mL I(DHE 45),$662.00
Dilator Kit Umbrella Filter,$359.24
dilTIAZem 120mg SR C(CardiZEM),$33.45
dilTIAZem 120mg/24hr CD C,$10.00
dilTIAZem 125mg/NS 125mL Premix IVPB,$127.50
dilTIAZem 180mg/24 hr CD C,$10.25
dilTIAZem 240mg/24hr CD C,$14.50
dilTIAZem 300mg/24hr CD C,$18.80
dilTIAZem 30mg T(CardiZEM),$10.00
dilTIAZem 5mg/mL 10mL I(CardiZEM),$25.35
dilTIAZem 5mg/mL Inj 5mL,$25.00
dilTIAZem 60mg SR C(CardiZEM),$22.45
dilTIAZem 60mg T(CardiZEM),$11.10
dilTIAZem 90mg SR C(CardiZEM),$25.65
dilTIAZem 90mg T(CardiZEM),$15.15
dilTIAZem Mdv I,$100.00
dimenhyDRINATE 50mg T(Dramamine),$0.00
Dimercaprol 100mg/mL 3mL I(Balinoil,$825.45
Dimethyl Sulfoxide 54 g/50mL TS,"$3,750.95"
Dinoprostone 10mg VS(Cervidil),"$2,546.95"
diphenhydrAMINE 12.5/5mL L UD,$0.00
diphenhydrAMINE 25mg C(Benadryl),$0.00
diphenhydrAMINE 25mg/10mL L UD,$0.00
diphenhydrAMINE 50mg C(Benadryl),$10.00
diphenhydrAMINE 50mg/mL Inj,$25.00
Diphtheria-Tetanus Tox Ads 0.5mL IS,$199.25
Diphth-Tet-Pertus (DTaP) 0.5 mL (Pediatric),$127.80
Diptheria Or Tetanus Ab,$59.00
Dipyridamole 25mg T(Persantine),$10.00
Dipyridamole 50mg T(Persantine),$12.10
Direct Admit To Observation,$524.00
Direct Coombs Solid Phase,$64.00
Direct Immunoassay Shiga Toxin,$131.00
Distal Centralizer,$546.75
Disulfiram 250mg T(Antabuse),$28.60
Divalproex 125mg ER C(Depakote),$10.00
Divalproex 250mg DR T(Depakote),$12.45
Divalproex 500mg DR T(Depakote),$22.75
Divalproex Na 250 mg ER T/24hr,$17.40
Divalproex Na 500 mg ER T/24hr,$20.10
Dmst Dietician 30 Min,$96.00
Dmst Group Follow Up 30 Min,$32.00
Dmst Group Initial 30 Min,$32.00
Dmst Individual Initial 30Min,$96.00
Dna Antibody,$120.00
Dnase B Antibody,$118.00
Dobut Stress Echo Stress Only,"$3,127.00"
Dobut Stress Echo With Contrast,"$3,859.00"
DOBUTamine 1g/D5W 250mL,$231.70
DOBUTamine 250mg/20mL I,$100.00
DOBUTamine 250mg/D5W 250mL,$196.35
Dobutamine Stress Echo,"$3,127.00"
DOCEtaxel 20mg/mL I Conc.,$859.20
DOCEtaxel 80mg/4mL I Conc.,"$2,325.40"
Docosanol 10%  2g TC,$0.00
Docusate 100mg/10mL L UD,$0.00
Docusate Calcium 240mg C(Surfak),$0.00
Docusate NA 10MG ML L,$0.00
Docusate Sodium 100mg C(Colace),$0.00
Dofetilide 125 mcg C(Tikosyn),$73.70
Dofetilide 250 mcg C(Tikosyn),$73.70
Dofetilide 500 mcg C(Tikosyn),$73.70
Dolutegravir 50mg Tab,$443.15
Donepezil 23mg T (Aricept),$19.25
Donepezil 5mg T(Aricept),$61.30
DOPamine 200mg/5mL I,$25.00
DOPamine 400mg/D5W 250mL,$111.90
Dornase Alfa 2.5mg/2.5mL Inhl UD,$0.00
Dorzolamide 2% 10mL Ophth Soln(Trusopt),$445.85
Dorzolamide-Timolol 2-0.5% PF OS,$22.20
Doxapram 400mg  Inj,$258.75
Doxazosin 1mg T(Cardura),$10.00
Doxazosin 2mg T(Cardura),$10.00
Doxepin 10mg C(SINEquan),$10.00
Doxepin 25mg C(SINEquan),$10.00
Doxercalciferol 0.5 mcg C (Hectorol),$51.00
Doxercalciferol 2 mcg/1 mL I,$39.90
DOXOrubicin 10mg/5mL I,$96.00
DOXOrubicin 50mg/25mL I,$328.00
DOXOrubicin LIPOsomal 20mg I,"$7,947.90"
Doxycycline 100mg C(Vibramycin),$12.05
Doxycycline 100mg I,$230.45
Doxycycline 50mg C(Vibramycin),$12.75
Drain Abscess Cyst Or Lesion,$539.00
Dress Debride P Thick Burn Medium,$539.00
Dress Debride P Thick Burn Small,$324.00
Drill Guide,"$3,290.00"
Dronabinol 2.5mg C(Marinol),$46.15
Dronabinol 5mg C(Marinol),$98.10
Dronedarone 400mg T,$76.75
Drug Conf Fentanyl Metab Ur,$150.00
Drug Screen Cmh Blood Add On,$152.00
Drug Screen Cmh Gastric Add On,$144.00
Drug Screen Cmh Urine Only,$197.00
Ds Dna Antibody 1Gg Titer,$112.00
Duct Occluder Amp,"$17,000.00"
Duct Occluder Ii Amp,"$17,000.00"
DULoxetine 20 mg DRC(Cymbalta),$49.55
DULoxetine 30 mg DRC(Cymbalta),$55.60
DULoxetine 60 mg DRC(Cymbalta),$55.60
Dutasteride 0.5 mg C(Avodart),$42.85
Dysautomia Eval By Ia,$134.00
Dysautomia Eval Islet Ab,$179.00
Dysautonomia Eval By Ria,$139.00
Dysautonomia Eval Fluorescent Ab,$112.00
Each 1St Order Above Diaghram,"$3,235.00"
Each 1St Order Below Diaghram,"$3,235.00"
Eb V Ebna,$30.00
Eb V Eca,$36.00
Echo 3D,$0.00
Echo Doppler Limited,$793.00
Echo Intracardiac,"$7,549.00"
Echo Limited With Contrast,"$1,254.00"
Echo Limited Wo Contrast,$793.00
Echothiophate 0.125% 5mL Ophth Soln(Phos Iod,$628.15
EEG,"$1,078.00"
EEG Ambulatory Each 24 Hours,"$2,588.00"
EEG Attended,"$4,188.00"
Eeg Cerebral Death,"$1,618.00"
EEG Coma Or Sleep Only,"$1,618.00"
EEG During Surgery,"$1,618.00"
EEG Extended Monitoring 41-60Min,"$1,152.00"
EEG More Than 1 Hr,"$1,618.00"
EEG Unattended,"$2,094.00"
E-Estrogens-Methyltest 1.25-2.5 T,$38.40
Efavir/Emtricitab/Tenofovir 600-200-300 mg T,$698.00
Efavirenz 200mg C (Sustiva),$84.50
Efavirenz 600 mg T (Sustiva),$268.80
Eg Apc Procedure,"$2,157.00"
Eg Bicap,$755.00
Eg Dilitation,$755.00
Eg Foreign Body Removal,$863.00
Eg Jejunal Tube Insertion,"$1,078.00"
Eg Mucosal Resection,"$2,157.00"
Eg Peg Tube Removal With Scope,"$2,049.00"
Eg Ph Monitoring,"$1,294.00"
Eg Polypectomy Or Biopsy,$863.00
Eg Sclerotherapy,$863.00
Eg Stent Placement,$863.00
Eg Tube Placement Other,$971.00
Eg Varix Ligation,"$2,157.00"
Egd,"$1,078.00"
Egd With Dilation,"$1,833.00"
Egd With Polyp Or Biopsy,"$1,941.00"
Egd With Tube Insertion,"$2,049.00"
Egfr Gene Analysis Mawd,$343.00
Ehrlichia,$57.00
Ehrlichia And Anaplasma Pcr,$275.00
Ehrlichia Chaff Ab Ifa,$121.00
EKG,$455.00
Elastography Liver,$647.00
Electrolyte Panel,$219.00
Elution,$132.00
elviteg/cobic/emtrici/teno 150-150-200-10mg T,$747.45
elviteg/cobic/emtrici/teno 150-150-200-300mg T,$779.70
Embolic Protector,"$6,037.50"
Embolic Protector,"$11,700.00"
Embolization Coil,$698.49
Embolization Coil,$560.84
Emboliztion W Angio,"$8,696.00"
Embosphere,"$1,412.00"
EMG Cranial Nerve,$378.00
EMG Thoracic Paraspinal,$378.00
EMG With Nerve Comp Each Ext,$378.00
EMG With Nerve Limited Each Ext,$378.00
Empty Evac 1000ML,$0.00
Empty Sterile Bag 1L,$0.00
EMPTY STERILE BAG 250ML,$0.00
Empty Sterile IV Bag 1000ML,$0.00
Empty Sterile IV Bag 100ML,$0.00
Empty Sterile IV Bag 500ML,$0.00
Emtricitabine 200mg C,$129.20
Emtricitabine-Tenofovir 200-25mg Tab,$364.20
Emtricitabine-Tenofovir 200-300mg T(Truvada),$306.05
Ena Ab,$121.00
Ena Antibodies,$24.00
Enalapril 10mg T(Vasotec),$13.75
Enalapril 2.5 mg T(Vasotec),$10.30
Enalapril 20mg T(Vasotec),$19.60
Enalapril 5mg T(Vasotec),$13.10
Enalaprilat 1.25mg/mL 2mL I(Vasotec,$25.00
End Cap,"$1,524.12"
End Cap,"$1,232.56"
End Cap,$874.11
End Cap,$928.35
End Cap,"$1,232.40"
End Cap,"$1,296.36"
End Cap,$976.05
End Cap,"$1,215.60"
Endobronchial Blocker,$950.18
Endobutton,"$1,808.64"
Endobutton,"$1,858.56"
Endomysial Ab Iga Titer,$113.00
Enoxaparin 100mg I(Lovenox),$64.10
Enoxaparin 120mg I(Lovenox),$68.40
Enoxaparin 150mg Inj(Lovenox),$96.15
Enoxaparin 30mg I(Lovenox),$25.00
Enoxaparin 40mg I(Lovenox),$25.60
Enoxaparin 60mg I(Lovenox),$38.45
Enoxaparin 80mg I(Lovenox),$101.50
Entacapone 200 mg T(Comtan),$32.15
Enteroscopy,"$2,373.00"
Enterovirus Antibody,$34.00
Enterovirus Pcr,$243.00
Enzyme Activity In Peripheral Rbc,$116.00
Eosinophil Count,$80.00
Ep Eval Of Single Or Dual Icd Gen,"$8,167.00"
Ep Eval Of Single Or Dual Icd Lea,"$8,167.00"
Ep Eval Of Single Or Dual Icdlead,"$8,167.00"
Ep Sheath 6F,$804.83
ePHEDrine 10mg/mL NS Syr,$135.85
ePHEDrine 50mg/mL 1mL I,$104.15
Epidural,"$1,725.00"
Epilepsy Eval By Ria,$74.00
Epilepsy Eval Fluorescent Ab,$59.00
Epilepsy Eval Gad65 Ab,$99.00
Epinastine 0.05% OS 5mL,$687.00
EPINEPHrine 0.15mg Syringe,"$1,402.35"
EPINEPHrine 0.3 mg Syringe,"$1,402.35"
EPINEPHrine 1:1000 30ml -for Top Adrenalin,$346.85
EPINEPHrine 1:1000 I,$79.80
EPINEPHrine 10mcg/mL CI- NICU,$267.80
EPINEPHrine 1mg/10mL IS,$38.30
EPINEPHrine 1mg/1mL Inj - IV Set Use,$258.20
EPINEPHrine 4 mg/NS 250mL IVPB,$156.20
EPINEPHrine/NS 50mL PF Syr,$266.20
epiRUBicin 50mg/25mL I,$423.55
Eplerenone 25 mg T(Inspra),$29.50
Eplerenone 50mg T (Inspra),$29.50
"Epoetin 10,000 unit Inj","$1,585.65"
"Epoetin 20,000 unit Inj","$1,511.10"
"Epoetin 3,000 unit/mL Inj",$298.85
"Epoetin 4,000 unit/mL I",$384.80
"Epoetin 40,000 unit/mL I","$4,097.50"
Epstein Barr Antibody,$26.00
Epstein Barr Virus Antibody,$36.00
Epstein Barr Virus By Pcr,$96.00
Epstein Barr Virus Dna Qt Real Tm,$203.00
Eptifibatide 20mg/10mL Inj,$844.80
Eptifibatide 75mg Pb I,"$4,051.30"
ER Anoscopy,$539.00
ER Cardiac Procedure,"$1,532.00"
ER Declot Implanted Device,$755.00
ER Ent Procedure,$324.00
ER Gastric Procedure,$539.00
ER Hazmat Decontamination,"$1,294.00"
ER Incision Of Windpipe,"$1,294.00"
ER Insert Cath Straight,$216.00
ER Insert Central Venous Catheter,"$1,025.00"
ER Insert Chest Tube,$863.00
ER Insert Foley Cath,$216.00
ER Insert Ng Tube,$863.00
ER Insert/Replace Trach,"$1,294.00"
ER Integumentry Procedure,$539.00
ER Level 1,$346.00
ER Level 2,$594.00
ER Level 3,"$1,078.00"
ER Level 4,"$1,510.00"
ER Level 5,"$2,373.00"
ER Level 6,"$3,774.00"
ER No Charge,$0.00
ER Optic Treatment,$270.00
ER Orthopedic Treatment,$539.00
ER Puncture Peritoneal Cavity,$539.00
ER Spinal Fluid Tap,"$1,294.00"
ER Suture Removal,$0.00
ER Thoracentesis,"$2,049.00"
ER Tongue And Mouth Surgery,$539.00
ER Transfusion Of Blood Products,"$1,294.00"
ER Treatment Of Hypothermia,"$2,696.00"
ER Urinary Procedure,"$1,025.00"
Erc Cautery,$539.00
Erc Dilitation,$755.00
Erc Lithotripsy,"$2,065.00"
Erc Polypectomy Or Biopsy,$863.00
Erc Sclerotherapy,$863.00
Erc Sphincterotomy,"$1,618.00"
Erc Stent Placement,$863.00
Erc Stone Extraction,"$2,065.00"
ERCP,"$4,314.00"
"Ergocalciferol 50,000 int'l unit C(Vit D2)",$13.95
eriBULin 1mg/2mL I (Havalen),"$6,897.55"
Erlotinib 100 mg T (Tarceva),"$1,628.85"
Erlotinib 25mg T (Tarceva),$625.60
Ertapenem 1g Inj,"$1,000.15"
Erythromycin 0.5% 3.5g Ophth Oint,$134.50
Erythromycin 0.5% Ophth Oint 1g,$88.15
Erythromycin 250mg T(Base),$52.20
Erythromycin 400mg T(EES),$82.75
Erythromycin 500mg T(Base),$124.05
Erythromycin ES 400mg/5mL L,$276.20
Erythromycin Lact.500mg I,$723.00
Erythropoietin,$111.00
Escitalopram 10 mg T(Lexapro),$30.60
Escitalopram 20 mg T(lexapro),$31.95
Escitalopram 5mg T(Lexapro),$29.25
Esmolol 100mg/10mL I(Brevibloc),$46.55
Esmolol 2.5g/250mL P(Brevibloc),"$2,774.20"
Esophageal Manometry,"$1,402.00"
Esophageal Manometry W Impedance,"$1,402.00"
Esophagoscopy,"$1,078.00"
Esr Westergren Sed Rate,$97.00
Est-Estrogen-Methyltest 0.625-1.25 T,$38.40
Estradiol,$220.00
Estradiol 0.05 mg/24 hr wkly TD(Climara),$156.45
Estradiol 0.075 mg/24 hrs wkly TD,$156.45
Estradiol 0.1 mg/24 hr wkly TD(Climara),$156.45
Estradiol 1mg T(Estrace),$10.00
Estradiol 20mg/mL 5mL I,$641.25
Estradiol 2mg T(Estrace),$10.00
Estradiol 42g Vag Cr(Estrace),"$2,357.65"
Estradiol 5mg/mL 5mL I(Depo Estra,$509.95
Estriol,$121.00
Estrogen Fractionated,$121.00
Estrone Level,$121.00
Estropipate 0.75 mg T(Ogen),$10.00
Estropipate 1.5 mg T(Ogen),$10.00
Ethambutol 400mg T(Myambutol),$10.00
Ethanol Blood,$135.00
Ethyl Chloride TS(Gebauers),$228.60
Ethylene Glycol Level,$185.00
Etodolac 200 mg C (Lodine),$10.15
Etodolac 400 mg T(Lodine),$10.00
Etomidate 2mg/mL 10mL I(Amidate),$39.70
Etoposide 10mg/0.5mL Inj,$75.00
Etoposide 50mg C(Vepesid),$739.85
Etravirine 100mg T (Intelence),$75.70
Eus Block Or Neurolysis,$524.00
Eus Needle Aspiration,$863.00
Eus Polypectomy Or Biopsy,$863.00
Eval Implantable Loop Recorder Sy,$455.00
Eval Of Implantable System,$455.00
Evaluation Of Cardiac Device,$455.00
Event Recorder ,"$17,737.50"
Everolimus,$172.00
Exam Archived Tissue,$0.00
Excision Of Nail,$594.00
Excluder,"$16,057.50"
Excluder,"$31,612.50"
Exercise Echo Stress Only,"$3,127.00"
Exercise Oximetry,$259.00
Exercise Stress Echo,"$3,127.00"
Exercise Stress Echo W Contrast,"$3,859.00"
Explor Head,"$5,687.50"
Extension Lead,"$2,820.00"
Extension Lead,"$5,652.50"
Extension Limb,"$11,370.00"
Ezetimibe 10 mg T(Zetia),$100.95
Factor Ix Activity,$122.00
Factor IX Human Inj.,$50.00
Factor IX Recombinant IU Inj.,$50.00
Factor V Leiden,$125.00
Factor VIIa Inj,$50.00
Factor Viii Activity,$48.00
Factor VIII-von Willebrand Inj,$50.00
Factor X Activity,$113.00
Famciclovir 250 mg T (Famvir),$49.20
Famciclovir 500mg T(Famvir),$89.85
Famotidine 10mg Tab,$0.00
Famotidine 20mg T(Pepcid),$17.15
Famotidine 20mg/2mL I,$25.00
Famotidine 40mg T(Pepcid),$33.15
Famotidine 40mg/4mL I,$25.00
Fast Fix,"$2,302.24"
Fast Fix,"$1,680.00"
Fat Emulsion IV 20% 250mL,$160.65
Fat Fecal Homogenization,$59.00
Fecal Blood,$49.00
Fecal Fat Qualitative,$125.00
Fecal Lipids Total,$132.00
Fecal Potassium,$120.00
Fecal Sodium,$120.00
Fecal Volume 24 Hr,$30.00
Felbamate,$126.00
Felbamate 400 mg T(Felbatol),$37.05
Felodipine 5mg ER T(Plendil),$10.70
Femoral Adapter,"$1,340.00"
Femoral Adapter,"$4,591.30"
Femoral Adapter,$332.50
Femoral Adapter,"$6,403.95"
Femoral Augment,"$4,228.53"
Femoral Cone,"$16,500.00"
Femoral Cone,"$13,819.80"
Femoral Cone,"$19,422.50"
Femoral Head,"$4,617.90"
Femoral Head,"$5,337.68"
Femoral Head,"$8,002.50"
Femoral Head,"$6,678.00"
Femoral Head,"$3,745.00"
Femoral Head,"$8,587.50"
Femoral Head,"$3,045.48"
Femoral Head,"$3,309.25"
Femoral Head,"$5,555.03"
Femoral Head,"$2,240.00"
Femoral Head,"$3,020.00"
Femoral Head,"$5,053.13"
Femoral Head,"$7,640.55"
Femoral Head,"$6,518.23"
Femoral Head,"$2,925.80"
Femoral Head,"$1,680.20"
Femoral Head,"$3,467.63"
Femoral Head,"$2,492.00"
Femoral Head,"$8,237.25"
Femoral Head,"$7,717.50"
Femoral Head,"$6,539.86"
Femoral Head,"$7,940.25"
Femoral Head,"$3,586.70"
Femoral Head,"$6,133.75"
Femoral Head,"$3,463.25"
Femoral Head,"$5,344.50"
Femoral Head,"$4,309.20"
Femoral Head,"$2,632.40"
Femoral Head,"$5,886.83"
Femoral Head,"$2,514.60"
Femoral Head,"$6,558.41"
Femoral Head,"$14,370.00"
Femoral Head,"$3,234.18"
Femoral Head,"$6,410.43"
Femoral Head,"$15,017.38"
Femoral Head,"$5,565.00"
Femoral Head,"$5,710.67"
Femoral Head,"$2,137.40"
Femoral Head,"$12,975.00"
Femoral Head,"$4,013.80"
Femoral Head,"$3,170.20"
Femoral Head,"$3,457.13"
Femoral Head,"$8,295.00"
Femoral Head,"$6,065.33"
Femoral Head,"$2,569.40"
Femoral Head,"$3,677.63"
Femoral Head,"$5,988.85"
Femoral Head,"$5,784.98"
Femoral Head,"$4,768.75"
Femoral Head,"$2,108.44"
Femoral Head,"$3,717.00"
Femoral Head,"$5,429.20"
Femoral Head,"$1,190.00"
Femoral Head,"$2,574.00"
Femoral Head ,"$6,558.41"
Femoral Implant,"$18,612.50"
Femoral Implant,"$10,245.00"
Femoral Implant,$811.35
Femoral Implant,"$13,738.50"
Femoral Implant,"$1,540.00"
Femoral Implant,"$13,329.12"
Femoral Nerve Block,"$1,725.00"
Fenofibrate 160mg T(Tricor),$16.85
Fenofibrate 54mg T(Tricor),$10.00
Fenoldopam Mesylate 10mg/mL I,"$1,269.40"
FentaNYL 100mcg/2mL Inj - AMPULE,$35.00
FentaNYL 100mcg/hr TD,$589.00
fentaNYL 10mcg/mL /NS PCA 100mL,$212.50
FentaNYL 10mcg/mL CI/HD PCA,$212.50
FentaNYL 12 mcg/hr TD,$162.40
fentaNYL 1200 mcg Oral Loz,$350.50
fentaNYL 200mcg Oral Loz,$150.60
FentaNYL 25mcg/hr TD,$170.15
fentaNYL 400 mcg Oral Loz,$190.80
fentaNYL 50 mcg/mL 10mL I,$35.00
fentaNYL 50 mcg/mL 2mLI,$35.00
fentaNYL 50 mcg/mL 5 mL I,$35.00
fentaNYL 50 mcg/mL 50mL I,$168.00
FentaNYL 50mcg/hr TD,$304.60
fentaNYL 600mcg Oral Loz,$232.10
FentaNYL 75mcg/hr TD,$453.15
fentaNYL 800mcg Oral Loz,$272.60
FentaNYL PCA/CI*DC*,$241.75
Ferric Subsulfate 8mL TS(Monsel's),$99.90
Ferritin,$155.00
Ferrous So4 300mg/5mL(60mg elem)L,$0.00
Ferrous So4 325mg(65mg elem)EC T,$0.00
Ferrous So4 45mg(elem Fe) CR T,$0.00
Ferrous Sulfate 1.5Mg .1Ml L,$0.00
Ferrous Sulfate 15Mg 1Ml L,$0.00
Ferrous Sulfate 2.25MG .15ML L,$0.00
Ferrous Sulfate 3.75Mg .25Ml L,$0.00
Ferrous Sulfate 5.25mg/0.35mL L UD,$0.00
Ferrous Sulfate 6.75Mg .45Ml L,$0.00
Ferrous Sulfate 7.5Mg .5Ml L,$0.00
Fetal Fibronectin Ffn,$430.00
Fetal Lung Maturity,$181.00
Fetal Membrane Rupture,$194.00
Fetal Screen,$132.00
Fetal Stain,$194.00
Fibers,"$3,024.84"
Fibers,"$7,616.64"
Fibrillarin U3 Rnp Ab Igg,$200.00
Fibrin Dimer Split Products,$175.00
Fibrinogen,$132.00
Fibular Shaft,"$3,234.70"
Fidaxomicin 200mg T(Dificid),"$1,305.15"
Filgrastim 300mcg I,"$1,390.95"
Filgrastim 480mcg I,"$2,131.00"
Filter,"$4,646.25"
Filter,"$3,412.50"
Filter,"$4,812.50"
Filter,"$3,920.00"
Filter,"$4,515.00"
Finasteride 5mg T(Proscar),$22.30
Finger Implant,"$4,648.00"
Fingerstick,$37.00
Fixation Device ,"$5,001.50"
Fixation Device ,"$9,300.00"
Fixation Staple,"$1,323.24"
Fixator,"$2,980.00"
Fixator,"$2,045.16"
Fixator,"$2,428.24"
Fixator,"$10,194.00"
Fixator,"$2,148.99"
Fixator,$470.44
Fixator,$797.04
Fixator,"$1,590.00"
Fixator,"$2,880.00"
Fixator,$901.49
Fixator,$868.50
flavoxATE 100mg T(Urispas),$10.35
Flecainide 100mg T(Tambocor),$10.00
Flexible Cystoscopy,"$1,725.00"
Flexigraft,"$9,204.00"
Flolan Sterile Diluent,$138.15
Flow Cytometry Addl Marker,$57.00
Flow Cytometry First Marker,$216.00
Floxuridine 500mg/5mL I,"$1,015.20"
Fluconazole 100mg T(Diflucan),$62.35
Fluconazole 100mg/ 2.5mL L,$66.15
Fluconazole 200mg T(Diflucan),$102.00
Fluconazole 200mg/100mL P,$66.30
Fluconazole 200mg/5mL L,$126.95
Fluconazole 400mg200mL P,$77.35
Flucytosine 250mg C(Ancobon),$539.00
Fludarabine 50mg/2mL I,$654.00
Fludrocortisone 0.1mg T(Florinef),$10.00
Flumazenil 0.5mg/5mL I(Romazicon),$43.25
Fluocinolone 0.01% 15g TC(Synalar),$307.95
Fluocinolone 0.025% 15g TC(Synalar),$310.10
